acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.348,-0.843,0.328,-0.024,0.302,-0.105,53,17,90,178,277,waving
0.340,-0.847,0.321,-0.072,0.246,-0.123,51,15,90,170,276,waving
0.333,-0.851,0.333,-0.132,0.190,-0.131,47,15,89,178,273,waving
0.300,-0.853,0.355,-0.169,0.151,-0.147,43,15,89,177,270,waving
0.280,-0.856,0.361,-0.180,0.109,-0.126,39,15,89,174,270,waving
0.258,-0.859,0.386,-0.167,0.097,-0.102,26,13,89,171,267,waving
0.246,-0.850,0.384,-0.171,0.119,-0.081,24,13,88,171,267,waving
0.219,-0.853,0.390,-0.189,0.142,-0.061,23,13,88,168,262,waving
0.188,-0.854,0.417,-0.201,0.177,-0.037,22,13,87,170,262,waving
0.145,-0.847,0.445,-0.194,0.190,0.009,21,13,87,165,259,waving
0.104,-0.848,0.476,-0.171,0.174,0.069,21,13,86,163,254,waving
0.074,-0.851,0.547,-0.179,0.113,0.156,22,13,82,156,251,waving
0.062,-0.851,0.604,-0.165,-0.009,0.283,17,12,78,154,246,waving
0.094,-0.830,0.646,-0.176,-0.138,0.425,9,12,78,150,241,waving
0.179,-0.818,0.727,-0.236,-0.310,0.598,9,12,78,150,237,waving
0.243,-0.794,0.780,-0.187,-0.487,0.753,9,12,77,146,233,waving
0.281,-0.761,0.823,-0.002,-0.663,0.830,6,11,77,138,229,waving
0.338,-0.728,0.866,0.245,-0.734,0.835,4,9,74,134,221,waving
0.356,-0.703,0.907,0.574,-0.721,0.771,0,9,72,135,213,waving
0.362,-0.687,0.943,0.980,-0.668,0.659,0,8,71,130,197,waving
0.369,-0.672,0.943,1.355,-0.626,0.585,0,8,69,133,195,waving
0.351,-0.684,0.903,1.701,-0.598,0.583,0,9,65,126,190,waving
0.378,-0.705,0.865,2.016,-0.567,0.635,0,8,69,123,190,waving
0.338,-0.681,0.787,2.227,-0.587,0.709,0,7,68,127,189,waving
0.362,-0.680,0.721,2.394,-0.594,0.786,0,8,69,124,190,waving
0.388,-0.666,0.676,2.570,-0.546,0.831,0,8,68,125,191,waving
0.425,-0.670,0.541,2.706,-0.481,0.878,0,6,65,123,191,waving
0.453,-0.669,0.399,2.780,-0.423,0.889,0,6,66,124,187,waving
0.558,-0.655,0.326,2.815,-0.428,0.869,0,5,62,119,181,waving
0.622,-0.688,0.213,2.836,-0.451,0.829,0,5,63,118,173,waving
0.682,-0.692,0.108,2.805,-0.647,0.813,4,4,62,119,173,waving
0.697,-0.698,-0.041,2.789,-0.756,0.758,6,4,58,117,172,waving
0.684,-0.724,-0.217,2.726,-0.806,0.729,4,4,57,118,173,waving
0.701,-0.758,-0.324,2.538,-0.702,0.713,5,3,57,117,171,waving
0.700,-0.839,-0.469,2.291,-0.554,0.652,5,4,57,118,171,waving
0.759,-0.882,-0.622,1.929,-0.314,0.545,5,4,59,120,173,waving
0.800,-0.888,-0.773,1.673,-0.126,0.402,7,3,60,120,174,waving
0.854,-0.937,-0.914,1.382,-0.001,0.272,6,2,61,120,175,waving
0.902,-0.988,-1.060,0.990,0.081,0.124,17,5,62,122,173,waving
0.945,-0.976,-1.142,0.553,0.185,-0.079,18,5,63,122,174,waving
0.986,-0.974,-1.177,0.067,0.183,-0.238,16,5,63,122,174,waving
0.998,-0.915,-1.235,-0.372,0.173,-0.382,17,6,63,123,177,waving
1.001,-0.832,-1.288,-0.740,0.187,-0.517,18,7,66,133,182,waving
1.009,-0.754,-1.270,-1.048,0.254,-0.644,19,8,67,134,183,waving
1.084,-0.714,-1.323,-1.216,0.476,-0.841,27,9,66,137,184,waving
1.158,-0.713,-1.438,-1.399,0.726,-1.183,45,9,68,142,183,waving
1.246,-0.748,-1.476,-1.819,0.962,-1.563,55,10,68,142,184,waving
1.329,-0.770,-1.485,-2.463,1.389,-1.955,61,10,69,146,190,waving
1.334,-0.726,-1.500,-3.199,1.798,-2.324,78,11,68,150,191,waving
1.395,-0.620,-1.332,-3.991,2.339,-2.680,79,11,69,155,193,waving
1.428,-0.454,-1.159,-4.366,2.795,-2.971,79,11,70,154,186,waving
1.405,-0.278,-0.945,-4.366,2.977,-3.182,81,11,71,153,182,waving
1.440,-0.126,-0.720,-4.366,2.910,-3.343,74,11,71,148,183,waving
1.471,0.055,-0.443,-4.366,2.870,-3.562,69,11,71,144,175,waving
1.498,0.189,-0.162,-4.366,2.859,-3.822,53,11,73,142,146,waving
1.452,0.315,0.042,-4.366,2.990,-4.174,49,13,74,139,151,waving
1.353,0.405,0.211,-4.366,3.211,-4.366,49,13,73,142,151,waving
1.297,0.454,0.294,-4.366,3.496,-4.366,62,13,74,141,149,waving
1.185,0.539,0.314,-4.366,3.667,-4.366,75,13,77,142,163,waving
1.119,0.645,0.423,-4.366,3.638,-4.366,95,14,78,148,161,waving
1.262,0.702,0.728,-4.366,3.272,-4.366,99,15,79,157,169,waving
1.243,0.897,1.051,-4.366,2.538,-4.366,98,15,81,158,169,waving
0.997,1.104,1.518,-4.366,1.215,-4.366,85,15,78,145,171,waving
0.709,1.296,2.000,-4.366,-0.683,-4.366,50,13,77,132,155,waving
0.181,1.406,2.000,-4.366,-2.159,-4.366,42,13,73,121,145,waving
-0.332,1.383,2.000,-4.366,-2.573,-4.366,42,14,72,122,137,waving
-0.810,1.222,2.000,-2.696,-1.965,-4.366,54,15,73,122,137,waving
-1.066,0.995,2.000,-1.967,-0.796,-4.237,57,17,73,133,143,waving
-1.167,0.884,2.000,-1.635,0.483,-3.752,81,15,73,138,145,waving
-1.292,0.881,2.000,-1.158,0.923,-2.933,103,16,73,142,145,waving
-1.467,0.904,2.000,-0.668,0.357,-1.917,111,17,73,141,147,waving
-1.668,0.897,2.000,0.045,-0.258,-0.955,114,17,75,148,148,waving
-1.856,0.854,2.000,0.866,-0.359,-0.119,117,18,75,151,149,waving
-1.943,0.759,2.000,1.577,-0.034,0.733,119,19,77,151,149,waving
-1.890,0.660,2.000,2.165,0.404,1.644,125,19,77,153,151,waving
-1.673,0.551,1.938,2.302,0.851,2.497,130,20,81,156,150,waving
-1.416,0.468,1.825,2.410,0.955,3.244,127,20,77,157,157,waving
-1.115,0.429,1.720,2.501,0.812,3.899,129,20,82,158,157,waving
-0.845,0.421,1.681,2.751,0.622,4.358,126,18,81,158,158,waving
-0.601,0.428,1.627,3.072,0.436,4.366,122,18,81,159,161,waving
-0.374,0.405,1.578,3.420,0.164,4.366,121,18,78,158,164,waving
-0.192,0.393,1.494,3.793,-0.069,4.366,119,17,78,159,162,waving
-0.043,0.375,1.414,4.157,-0.184,4.366,118,18,77,159,164,waving
0.145,0.339,1.311,4.366,-0.152,4.366,115,17,77,158,161,waving
0.346,0.303,1.162,4.366,-0.081,4.366,109,18,75,158,157,waving
0.551,0.245,1.016,4.366,-0.144,4.366,95,17,75,158,156,waving
0.704,0.182,0.851,4.366,-0.315,4.366,93,16,74,158,157,waving
0.876,0.130,0.716,4.366,-0.614,4.366,89,15,75,157,147,waving
1.050,0.071,0.579,4.366,-1.017,4.366,74,14,74,159,141,waving
1.144,0.011,0.441,4.366,-1.519,4.187,66,14,74,157,138,waving
1.181,-0.030,0.301,4.366,-2.006,4.025,53,12,72,156,138,waving
1.229,-0.044,0.158,4.366,-2.449,3.831,39,13,71,155,137,waving
1.254,-0.075,0.001,4.366,-2.806,3.664,39,11,68,153,135,waving
1.263,-0.122,-0.112,4.366,-3.025,3.530,43,11,68,155,138,waving
1.224,-0.108,-0.314,4.366,-3.044,3.423,43,11,69,157,137,waving
1.282,-0.142,-0.470,4.366,-2.826,3.287,59,11,68,154,137,waving
1.349,-0.188,-0.672,4.366,-2.386,3.128,63,11,68,154,135,waving
1.490,-0.249,-0.888,4.366,-1.837,2.930,69,11,69,154,142,waving
1.668,-0.326,-1.077,4.082,-1.260,2.663,72,10,67,151,147,waving
1.828,-0.400,-1.357,3.558,-0.777,2.277,85,10,67,153,153,waving
1.981,-0.486,-1.657,3.106,-0.421,1.644,84,11,70,153,156,waving
2.000,-0.577,-1.844,2.579,-0.184,0.781,85,12,71,154,158,waving
2.000,-0.679,-2.000,1.867,0.130,-0.130,86,12,71,154,161,waving
2.000,-0.746,-2.000,0.901,0.351,-0.893,101,11,70,154,165,waving
2.000,-0.791,-2.000,-0.336,0.699,-1.576,108,13,69,157,165,waving
1.882,-0.773,-2.000,-1.688,0.966,-1.999,109,12,70,163,167,waving
1.671,-0.718,-1.887,-2.697,1.306,-2.278,113,12,71,163,173,waving
1.581,-0.635,-1.625,-3.581,1.966,-2.553,106,12,70,165,169,waving
1.566,-0.544,-1.537,-4.194,2.263,-2.765,94,12,74,164,169,waving
1.545,-0.509,-1.384,-4.366,2.087,-3.085,85,13,66,162,168,waving
1.547,-0.426,-1.203,-4.366,1.784,-3.570,74,13,65,162,167,waving
1.566,-0.374,-1.040,-4.366,2.020,-4.144,75,13,65,161,170,waving
1.585,-0.291,-0.938,-4.366,2.694,-4.366,75,13,65,157,169,waving
1.611,-0.148,-0.745,-4.366,3.494,-4.366,67,13,65,153,166,waving
1.609,0.066,-0.565,-4.366,4.362,-4.366,59,11,63,152,166,waving
1.641,0.295,-0.321,-4.366,4.366,-4.366,58,10,59,148,154,waving
1.762,0.568,-0.123,-4.366,4.366,-4.366,53,8,55,142,142,waving
1.855,0.871,0.168,-4.366,4.366,-4.366,54,8,52,129,133,waving
1.971,1.172,0.546,-4.366,4.358,-4.366,39,6,47,111,127,waving
1.924,1.427,0.698,-4.366,3.718,-4.366,7,5,42,107,115,waving
1.713,1.731,1.073,-4.366,2.950,-4.366,7,4,40,105,108,waving
1.238,1.849,1.594,-4.366,2.077,-4.366,5,4,39,105,108,waving
0.822,1.959,1.965,-4.366,0.922,-4.366,12,5,41,109,105,waving
0.174,2.000,2.000,-4.366,-0.766,-4.366,27,7,40,111,114,waving
-0.642,2.000,2.000,-4.366,-2.675,-4.366,34,11,42,111,115,waving
-1.448,1.956,2.000,-3.267,-4.209,-4.366,38,14,46,123,118,waving
-2.000,1.598,2.000,-2.012,-4.012,-4.021,49,17,53,123,122,waving
-2.000,1.184,2.000,-1.395,-1.949,-3.449,55,18,56,135,126,waving
-2.000,1.003,2.000,-1.300,0.135,-2.646,68,19,56,141,133,waving
