acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.888,0.367,-0.229,0.328,0.001,0.063,0,28,37,109,39,shake
0.880,0.368,-0.231,0.325,0.027,0.062,0,28,36,109,39,shake
0.879,0.369,-0.234,0.320,0.045,0.069,0,27,37,109,38,shake
0.884,0.371,-0.227,0.330,0.060,0.079,0,28,37,109,38,shake
0.881,0.383,-0.234,0.352,0.077,0.109,0,27,37,110,38,shake
0.895,0.401,-0.231,0.391,0.106,0.151,0,27,37,110,38,shake
0.930,0.435,-0.243,0.444,0.128,0.199,0,28,37,110,38,shake
0.973,0.486,-0.249,0.497,0.123,0.245,0,27,36,109,38,shake
1.008,0.494,-0.270,0.521,0.072,0.277,0,27,36,106,37,shake
1.010,0.476,-0.264,0.500,0.003,0.252,0,27,36,108,38,shake
0.999,0.432,-0.261,0.445,-0.035,0.191,0,27,36,108,38,shake
0.957,0.379,-0.266,0.374,-0.036,0.127,0,27,36,109,37,shake
0.907,0.338,-0.252,0.275,-0.007,0.066,0,27,36,107,38,shake
0.862,0.298,-0.237,0.176,0.018,0.031,0,28,36,107,38,shake
0.831,0.271,-0.216,0.100,0.018,0.028,0,27,36,102,38,shake
0.840,0.258,-0.188,0.030,-0.001,0.047,0,27,36,102,37,shake
0.813,0.263,-0.189,0.018,-0.079,0.091,0,28,36,102,37,shake
0.822,0.302,-0.162,0.028,-0.139,0.155,0,28,36,102,38,shake
0.852,0.331,-0.154,0.075,-0.189,0.214,0,27,35,102,38,shake
0.876,0.355,-0.148,0.122,-0.230,0.260,0,28,35,102,38,shake
0.906,0.378,-0.142,0.155,-0.248,0.269,0,27,36,101,38,shake
0.937,0.395,-0.141,0.174,-0.244,0.232,0,28,36,104,38,shake
0.958,0.395,-0.158,0.161,-0.220,0.174,0,28,36,102,38,shake
0.972,0.386,-0.153,0.144,-0.177,0.112,0,28,37,101,38,shake
0.982,0.378,-0.140,0.115,-0.129,0.033,0,27,36,100,38,shake
1.001,0.370,-0.146,0.107,-0.088,-0.045,0,27,37,101,38,shake
1.023,0.356,-0.135,0.105,-0.074,-0.115,0,28,36,101,38,shake
1.046,0.346,-0.128,0.089,-0.076,-0.186,0,28,36,102,38,shake
1.083,0.341,-0.120,0.072,-0.112,-0.248,0,28,37,101,37,shake
1.115,0.351,-0.102,0.048,-0.143,-0.311,0,27,36,102,38,shake
1.138,0.347,-0.095,0.045,-0.212,-0.349,0,28,37,103,38,shake
1.175,0.355,-0.078,-0.027,-0.238,-0.369,0,28,37,106,38,shake
