acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.357,-0.100,-0.337,1.475,-1.129,1.220,0,0,0,0,70,shake
0.436,-0.109,-0.307,1.519,-1.214,1.283,0,0,0,0,72,shake
0.491,-0.113,-0.310,1.539,-1.231,1.364,0,0,0,0,77,shake
0.525,-0.078,-0.395,1.470,-1.038,1.490,0,0,0,0,78,shake
0.493,-0.075,-0.497,1.546,-0.614,1.587,0,0,0,0,81,shake
0.537,-0.104,-0.542,1.781,-0.151,1.634,0,0,0,0,70,shake
0.623,-0.199,-0.610,1.886,0.224,1.560,0,0,0,0,89,shake
0.772,-0.213,-0.706,1.775,0.307,1.274,0,0,0,0,105,shake
1.357,-0.539,-0.702,1.675,-0.625,1.084,0,0,0,0,109,shake
1.160,-0.324,-0.804,1.655,-0.340,0.846,0,0,0,0,111,shake
1.354,-0.295,-0.942,1.437,-0.683,0.618,0,0,0,0,110,shake
1.709,-0.286,-1.169,0.900,-0.556,0.271,0,0,0,0,111,shake
1.780,-0.151,-1.337,0.516,-0.296,0.233,0,0,0,0,113,shake
1.630,0.312,-1.562,-0.226,-0.007,0.315,0,0,0,0,114,shake
1.918,0.157,-2.000,-0.095,-0.055,0.715,0,0,0,0,125,shake
1.763,0.193,-2.000,0.883,-0.163,0.334,0,0,0,0,130,shake
1.773,0.097,-2.000,1.408,-0.289,0.059,0,0,0,0,139,shake
1.681,0.039,-1.907,0.708,-0.432,0.012,0,0,0,0,147,shake
1.469,0.027,-1.742,-0.032,-0.503,-0.015,0,0,0,0,147,shake
1.371,0.071,-1.692,-0.275,-0.710,-0.013,0,0,0,0,127,shake
1.209,0.167,-1.625,-0.492,-0.689,-0.167,0,0,0,0,118,shake
1.194,0.178,-1.632,-0.586,-0.480,-0.373,0,0,0,0,114,shake
1.210,0.210,-1.691,-0.622,-0.136,-0.581,0,0,0,0,109,shake
1.223,0.221,-1.720,-0.671,0.269,-0.752,0,0,0,0,95,shake
1.287,0.188,-1.681,-0.802,0.613,-0.875,0,0,0,0,91,shake
1.297,0.099,-1.518,-0.907,0.872,-0.908,0,0,0,0,87,shake
1.280,-0.012,-1.258,-0.954,0.995,-0.827,0,0,0,0,77,shake
1.290,-0.153,-1.078,-1.136,1.059,-0.870,0,0,0,0,79,shake
1.265,-0.313,-0.892,-1.689,1.031,-1.133,0,0,0,0,30,shake
1.132,-0.305,-0.828,-2.468,0.763,-1.369,0,0,0,0,20,shake
1.056,-0.186,-0.849,-2.041,0.217,-1.432,0,0,0,0,0,shake
0.960,-0.204,-0.755,-1.739,-0.010,-1.408,0,0,0,0,0,shake
0.773,-0.151,-0.696,-1.529,-0.041,-1.368,0,0,0,0,0,shake
0.607,-0.116,-0.572,-1.139,-0.187,-1.210,0,0,0,0,0,shake
0.357,-0.154,-0.417,-0.919,-0.278,-1.252,0,0,0,0,0,shake
0.200,-0.201,-0.297,-0.793,-0.436,-1.353,0,0,0,0,0,shake
-0.061,-0.087,-0.223,-1.473,-0.675,-1.599,0,0,0,0,0,shake
-0.184,-0.073,-0.000,-1.344,-0.344,-1.208,0,0,0,0,0,shake
-0.226,-0.209,0.050,-1.308,0.213,-1.033,0,0,0,0,0,shake
-0.156,-0.114,0.026,-1.257,0.595,-0.952,0,0,0,0,0,shake
-0.089,-0.003,-0.173,-1.093,0.500,-0.808,0,0,0,0,0,shake
0.020,0.046,-0.320,-0.949,0.323,-0.649,0,0,0,0,0,shake
