acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.326,-0.957,0.036,0.027,-0.083,-0.070,50,63,46,164,356,spiderman
0.309,-0.950,0.033,0.018,-0.060,-0.070,49,63,45,165,357,spiderman
0.303,-0.944,0.031,0.028,-0.008,-0.077,50,63,46,165,356,spiderman
0.314,-0.962,0.032,0.052,0.050,-0.094,49,65,47,165,357,spiderman
0.318,-0.957,0.044,0.047,0.104,-0.095,49,64,45,165,356,spiderman
0.312,-0.950,0.041,0.056,0.128,-0.107,49,63,45,165,356,spiderman
0.309,-0.950,0.051,0.111,0.131,-0.123,50,63,46,165,356,spiderman
0.319,-0.950,0.065,0.132,0.139,-0.136,49,65,46,165,356,spiderman
0.309,-0.948,0.066,0.141,0.153,-0.160,51,63,45,165,356,spiderman
0.313,-0.966,0.081,0.192,0.169,-0.175,50,65,45,165,355,spiderman
0.302,-0.965,0.089,0.211,0.164,-0.176,50,65,45,165,357,spiderman
0.301,-0.974,0.080,0.261,0.152,-0.170,49,65,46,165,357,spiderman
0.309,-0.984,0.088,0.288,0.147,-0.169,49,65,46,165,357,spiderman
0.306,-0.983,0.078,0.302,0.148,-0.167,49,65,46,166,357,spiderman
0.323,-0.991,0.093,0.342,0.167,-0.183,49,65,46,166,357,spiderman
0.360,-1.022,0.107,0.377,0.190,-0.209,49,66,45,165,357,spiderman
0.406,-1.057,0.134,0.388,0.213,-0.219,49,65,45,165,357,spiderman
0.460,-1.072,0.192,0.353,0.252,-0.244,49,64,46,165,357,spiderman
0.492,-1.048,0.239,0.383,0.323,-0.330,50,65,45,166,357,spiderman
0.478,-0.998,0.239,0.566,0.387,-0.456,49,65,46,166,357,spiderman
0.443,-0.968,0.175,0.813,0.432,-0.596,49,65,45,165,357,spiderman
0.380,-0.948,0.114,1.038,0.443,-0.730,49,65,46,166,355,spiderman
0.277,-0.948,-0.018,1.223,0.427,-0.787,49,65,45,166,353,spiderman
0.168,-0.959,-0.149,1.254,0.403,-0.802,50,65,46,166,353,spiderman
0.127,-0.979,-0.259,1.174,0.362,-0.750,53,64,45,165,353,spiderman
0.053,-0.990,-0.367,1.004,0.381,-0.709,53,64,47,167,353,spiderman
0.026,-1.006,-0.393,0.725,0.247,-0.678,52,63,47,167,354,spiderman
-0.020,-0.963,-0.410,0.467,0.091,-0.663,58,63,45,167,354,spiderman
-0.059,-0.962,-0.399,0.281,-0.005,-0.650,57,62,49,167,354,spiderman
-0.100,-0.991,-0.359,0.051,-0.038,-0.549,59,62,47,169,354,spiderman
-0.075,-1.003,-0.292,-0.133,-0.013,-0.363,58,63,49,169,353,spiderman
-0.050,-0.991,-0.214,-0.205,0.062,-0.146,58,62,47,169,354,spiderman
0.011,-0.993,-0.133,-0.217,0.152,0.020,57,62,47,169,353,spiderman
0.113,-0.996,-0.131,-0.177,0.298,0.096,58,63,46,170,354,spiderman
0.188,-1.001,-0.087,-0.181,0.414,0.113,56,63,46,170,353,spiderman
0.255,-1.014,-0.099,-0.112,0.464,0.051,56,63,46,170,356,spiderman
0.273,-1.039,-0.117,-0.097,0.465,-0.052,58,63,46,170,356,spiderman
0.302,-1.071,-0.157,-0.066,0.452,-0.205,55,63,46,170,356,spiderman
0.288,-1.095,-0.193,-0.085,0.424,-0.336,54,63,46,170,356,spiderman
0.252,-1.118,-0.214,-0.136,0.394,-0.451,52,62,46,170,356,spiderman
0.212,-1.122,-0.227,-0.178,0.421,-0.535,53,63,46,169,356,spiderman
0.167,-1.124,-0.247,-0.195,0.484,-0.556,51,63,46,169,357,spiderman
0.125,-1.121,-0.258,-0.230,0.468,-0.530,47,63,46,169,357,spiderman
0.065,-1.131,-0.302,-0.252,0.613,-0.545,49,63,46,167,357,spiderman
0.037,-1.132,-0.327,-0.348,0.714,-0.525,49,63,46,168,357,spiderman
-0.004,-1.124,-0.365,-0.464,0.767,-0.537,49,63,45,167,357,spiderman
-0.026,-1.119,-0.427,-0.547,0.806,-0.613,49,62,45,166,357,spiderman
-0.081,-1.120,-0.458,-0.725,0.738,-0.655,55,62,45,165,356,spiderman
-0.152,-1.144,-0.471,-0.885,0.691,-0.695,57,62,45,164,355,spiderman
-0.209,-1.147,-0.520,-1.007,0.582,-0.722,55,62,45,164,355,spiderman
-0.256,-1.184,-0.562,-1.071,0.472,-0.739,56,62,45,162,354,spiderman
-0.292,-1.229,-0.590,-1.103,0.423,-0.742,50,62,46,162,354,spiderman
-0.325,-1.295,-0.600,-1.334,0.449,-0.725,47,62,45,162,355,spiderman
-0.353,-1.321,-0.612,-1.563,0.552,-0.689,49,62,49,162,356,spiderman
-0.388,-1.303,-0.631,-1.770,0.546,-0.673,46,62,51,161,356,spiderman
-0.409,-1.324,-0.654,-1.889,0.500,-0.712,45,62,51,161,357,spiderman
-0.383,-1.360,-0.736,-1.874,0.490,-0.722,42,61,51,162,356,spiderman
-0.410,-1.393,-0.809,-1.864,0.552,-0.719,43,61,51,161,356,spiderman
-0.453,-1.434,-0.856,-1.774,0.565,-0.779,45,61,50,162,357,spiderman
-0.500,-1.499,-0.862,-1.814,0.464,-0.823,50,61,51,164,358,spiderman
-0.547,-1.546,-0.890,-2.030,0.283,-0.755,53,61,51,163,361,spiderman
-0.572,-1.561,-0.899,-2.419,-0.010,-0.489,58,61,52,161,362,spiderman
-0.599,-1.551,-0.892,-2.793,-0.367,-0.138,62,59,52,161,361,spiderman
-0.633,-1.499,-0.887,-3.056,-0.720,0.213,62,60,51,162,360,spiderman
-0.692,-1.434,-0.893,-3.408,-0.954,0.583,62,60,51,161,361,spiderman
-0.721,-1.359,-0.923,-3.753,-0.974,0.912,62,61,51,161,362,spiderman
-0.697,-1.278,-0.882,-4.212,-0.970,1.256,63,61,52,161,362,spiderman
-0.740,-1.133,-0.809,-4.366,-1.040,1.565,60,60,51,161,365,spiderman
-0.795,-0.876,-0.703,-4.366,-1.210,1.885,66,61,51,161,365,spiderman
-0.750,-0.572,-0.633,-4.366,-1.366,2.295,71,61,50,161,365,spiderman
-0.665,-0.138,-0.408,-4.366,-1.423,2.737,78,61,50,162,366,spiderman
-0.593,0.416,-0.074,-4.366,-1.402,3.060,83,63,51,163,367,spiderman
-0.456,1.032,0.264,-4.366,-1.483,3.301,85,65,50,164,367,spiderman
-0.346,1.547,0.573,-4.366,-1.663,3.658,83,65,49,166,364,spiderman
-0.262,2.000,0.807,-4.366,-1.781,4.366,78,68,49,166,365,spiderman
-0.204,2.000,1.540,-4.366,-1.811,4.366,78,67,47,165,366,spiderman
0.250,2.000,2.000,-4.366,-1.840,4.366,82,68,45,167,369,spiderman
1.165,2.000,2.000,-4.366,-2.707,4.366,84,65,42,168,366,spiderman
2.000,2.000,2.000,-4.366,-3.838,4.366,82,61,39,168,365,spiderman
2.000,1.361,2.000,-4.366,-4.366,4.228,73,58,38,162,367,spiderman
2.000,1.201,2.000,-0.511,-4.135,3.034,67,58,38,163,367,spiderman
2.000,1.781,2.000,4.108,-0.483,0.594,63,61,38,165,370,spiderman
1.380,0.629,1.748,4.366,3.148,-2.591,66,63,38,166,369,spiderman
0.868,-0.453,0.217,3.647,4.366,-4.366,81,65,38,164,371,spiderman
0.191,-0.023,0.133,-0.155,4.366,-4.366,91,65,41,162,371,spiderman
-0.601,0.289,0.063,-0.026,2.386,-4.217,97,65,40,158,366,spiderman
-1.217,0.189,-0.340,1.198,-2.230,-2.565,94,65,40,155,366,spiderman
-1.233,-0.491,-0.456,1.791,-4.366,-1.284,93,65,39,154,365,spiderman
-1.072,-1.043,-0.717,0.159,-4.366,-0.585,89,65,41,154,367,spiderman
-0.940,-0.911,-0.108,-2.452,-4.366,-0.030,89,65,41,159,370,spiderman
-0.682,-0.465,0.353,-3.591,-2.369,0.412,89,62,41,161,366,spiderman
-0.242,-0.166,1.028,-3.079,-1.596,0.465,89,62,42,161,366,spiderman
0.076,-0.012,1.359,-2.417,-1.067,0.140,83,63,42,161,365,spiderman
0.206,0.064,1.627,-1.407,-0.174,-0.268,79,62,41,161,364,spiderman
0.139,0.049,1.552,-0.427,0.689,-0.312,80,62,41,159,364,spiderman
0.075,-0.006,1.395,0.547,1.059,-0.133,81,65,41,160,364,spiderman
0.018,-0.177,1.071,1.109,1.183,0.017,82,62,41,161,364,spiderman
-0.009,-0.340,0.848,0.901,1.174,0.041,84,62,42,162,364,spiderman
0.018,-0.451,0.706,0.385,1.094,-0.056,86,63,42,163,366,spiderman
0.079,-0.482,0.635,-0.156,0.771,-0.239,87,63,40,164,366,spiderman
0.156,-0.467,0.661,-0.548,0.211,-0.470,88,63,42,164,367,spiderman
0.182,-0.425,0.774,-0.739,-0.504,-0.667,88,62,42,164,367,spiderman
0.094,-0.375,0.847,-0.771,-1.151,-0.819,86,63,42,164,366,spiderman
