acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.497,-1.010,0.168,0.361,3.274,0.501,83,0,0,0,29,rotation
0.437,-0.956,0.011,0.186,3.368,0.356,84,0,0,0,30,rotation
0.411,-0.954,-0.033,0.073,3.707,0.247,83,0,0,0,29,rotation
0.358,-0.949,-0.072,-0.033,3.887,0.133,84,0,0,0,22,rotation
0.374,-0.994,-0.075,-0.079,3.757,-0.032,83,0,0,0,22,rotation
0.398,-0.972,-0.079,-0.058,3.664,-0.246,83,0,0,0,21,rotation
0.440,-0.932,-0.099,-0.008,3.527,-0.473,82,0,0,0,24,rotation
0.450,-0.924,-0.130,0.243,3.412,-0.668,79,0,0,0,31,rotation
0.449,-0.935,-0.114,0.473,3.361,-0.833,82,0,0,0,34,rotation
0.416,-0.938,-0.164,0.694,3.301,-0.938,77,0,0,0,36,rotation
0.372,-0.964,-0.176,0.885,3.276,-0.999,75,0,0,0,36,rotation
0.318,-1.003,-0.181,1.080,3.271,-1.062,78,0,0,0,39,rotation
0.264,-1.002,-0.179,1.162,3.202,-1.124,75,0,0,0,41,rotation
0.249,-1.028,-0.251,1.139,3.145,-1.176,75,0,0,0,39,rotation
0.276,-1.043,-0.299,0.995,3.114,-1.239,71,0,0,0,42,rotation
0.303,-1.030,-0.325,0.873,3.069,-1.269,65,0,0,0,43,rotation
0.338,-1.076,-0.370,0.005,1.855,-1.003,61,0,0,0,43,rotation
0.324,-1.025,-0.270,0.987,0.826,-1.060,45,0,0,0,45,rotation
0.347,-0.991,-0.334,0.718,1.081,-1.159,37,0,0,0,46,rotation
0.259,-1.001,-0.277,0.899,1.178,-1.296,33,0,0,0,47,rotation
0.263,-1.007,-0.306,1.139,1.113,-1.361,27,0,0,0,44,rotation
0.209,-1.006,-0.301,0.976,1.143,-1.402,19,0,0,0,58,rotation
0.240,-0.981,-0.351,0.774,1.174,-1.511,11,0,0,0,62,rotation
0.217,-0.992,-0.307,0.656,1.052,-1.555,9,0,0,0,68,rotation
0.208,-1.026,-0.356,0.612,0.944,-1.620,5,0,0,0,69,rotation
0.190,-1.034,-0.375,0.590,0.892,-1.680,0,0,0,0,67,rotation
0.167,-1.038,-0.383,0.600,0.846,-1.737,0,0,0,0,63,rotation
0.117,-1.021,-0.397,0.669,0.849,-1.798,0,0,0,0,45,rotation
0.063,-0.992,-0.436,0.598,0.760,-1.814,0,0,0,0,46,rotation
-0.012,-0.911,-0.429,0.503,0.658,-1.780,0,0,0,0,44,rotation
-0.093,-0.863,-0.450,0.360,0.551,-1.704,0,0,0,0,45,rotation
-0.167,-0.847,-0.444,0.140,0.604,-1.710,0,0,0,0,43,rotation
-0.242,-0.880,-0.495,-0.057,0.509,-1.650,0,0,0,0,43,rotation
