acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
-0.393,-0.987,-0.354,-1.774,-3.132,-0.011,25,0,0,0,0,rotation
-0.377,-0.975,-0.365,-1.876,-3.235,0.072,32,0,0,0,0,rotation
-0.393,-0.971,-0.377,-1.963,-3.298,0.163,37,0,0,0,0,rotation
-0.384,-0.966,-0.359,-2.012,-3.420,0.269,37,0,0,0,0,rotation
-0.401,-0.927,-0.276,-2.069,-3.388,0.326,38,0,0,0,0,rotation
-0.394,-0.921,-0.233,-2.025,-3.367,0.331,52,0,0,0,0,rotation
-0.380,-0.893,-0.226,-2.008,-3.287,0.294,57,0,0,0,0,rotation
-0.365,-0.909,-0.258,-2.047,-3.235,0.292,60,0,0,0,0,rotation
-0.336,-0.943,-0.272,-2.046,-3.180,0.332,65,0,0,0,0,rotation
-0.329,-0.960,-0.251,-2.063,-3.154,0.433,67,0,0,0,0,rotation
-0.317,-0.967,-0.234,-2.020,-3.111,0.543,68,0,0,0,0,rotation
-0.337,-0.974,-0.201,-1.949,-3.173,0.679,70,0,0,0,0,rotation
-0.343,-0.995,-0.184,-1.861,-3.226,0.812,70,0,0,0,0,rotation
-0.326,-0.983,-0.182,-1.776,-3.192,0.904,70,0,0,0,0,rotation
-0.325,-0.960,-0.169,-1.739,-3.029,0.944,73,0,0,0,0,rotation
-0.298,-0.947,-0.134,-1.719,-2.957,0.943,74,0,0,0,0,rotation
-0.256,-0.953,-0.139,-1.558,-2.872,0.952,74,0,0,0,0,rotation
-0.261,-0.964,-0.162,-1.506,-2.704,0.997,77,0,0,0,0,rotation
-0.240,-0.994,-0.188,-1.383,-2.740,1.091,76,0,0,0,0,rotation
-0.207,-0.997,-0.185,-1.362,-2.619,1.155,77,0,0,0,0,rotation
-0.221,-0.994,-0.172,-1.278,-2.558,1.210,77,0,0,0,0,rotation
-0.241,-0.993,-0.130,-1.154,-2.370,1.228,75,0,0,0,0,rotation
-0.252,-0.988,-0.122,-1.019,-2.166,1.213,74,0,0,0,0,rotation
-0.253,-0.993,-0.098,-0.857,-1.969,1.184,70,0,0,0,0,rotation
-0.219,-0.983,-0.136,-0.739,-1.721,1.118,70,0,0,0,0,rotation
-0.181,-0.944,-0.121,-0.699,-1.476,1.035,69,0,0,0,0,rotation
