acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.249,-0.524,-0.929,0.002,-0.019,-0.010,0,0,0,0,0,none
0.243,-0.520,-0.947,-0.003,-0.030,-0.013,0,0,0,0,0,none
0.249,-0.520,-0.932,-0.009,-0.029,-0.018,0,0,0,0,0,none
0.249,-0.524,-0.928,-0.010,-0.025,-0.023,0,0,0,0,0,none
0.238,-0.514,-0.931,-0.004,-0.024,-0.025,0,0,0,0,0,none
0.241,-0.522,-0.925,-0.008,-0.017,-0.033,0,0,0,0,0,none
0.240,-0.522,-0.924,-0.004,-0.014,-0.038,0,0,0,0,0,none
0.241,-0.520,-0.923,0.002,-0.012,-0.033,0,0,0,0,0,none
0.250,-0.523,-0.936,0.009,-0.016,-0.032,0,0,0,0,0,none
0.252,-0.522,-0.932,0.009,-0.013,-0.033,0,0,0,0,0,none
0.252,-0.517,-0.934,0.006,-0.016,-0.034,0,0,0,0,0,none
0.257,-0.521,-0.932,0.001,-0.020,-0.036,0,0,0,0,0,none
0.253,-0.524,-0.930,0.002,-0.027,-0.039,0,0,0,0,0,none
0.251,-0.524,-0.923,0.003,-0.028,-0.042,0,0,0,0,0,none
0.245,-0.522,-0.935,0.003,-0.031,-0.042,0,0,0,0,0,none
0.241,-0.526,-0.937,0.002,-0.038,-0.043,0,0,0,0,0,none
0.244,-0.530,-0.937,0.001,-0.034,-0.042,0,0,0,0,0,none
0.244,-0.527,-0.935,0.001,-0.036,-0.036,0,0,0,0,0,none
0.247,-0.524,-0.931,-0.001,-0.037,-0.035,0,0,0,0,0,none
0.242,-0.524,-0.942,0.002,-0.042,-0.035,0,0,0,0,0,none
0.239,-0.523,-0.936,0.005,-0.035,-0.037,0,0,0,0,0,none
0.241,-0.527,-0.950,0.007,-0.028,-0.045,0,0,0,0,0,none
0.246,-0.526,-0.937,0.004,-0.024,-0.047,0,0,0,0,0,none
0.239,-0.532,-0.934,0.006,-0.035,-0.046,0,0,0,0,0,none
0.235,-0.532,-0.940,0.003,-0.031,-0.053,0,0,0,0,0,none
0.230,-0.528,-0.941,0.006,-0.023,-0.053,0,0,0,0,0,none
0.229,-0.533,-0.950,0.002,-0.025,-0.043,0,0,0,0,0,none
0.222,-0.535,-0.950,-0.004,-0.037,-0.040,0,0,0,0,0,none
0.229,-0.531,-0.953,-0.007,-0.039,-0.035,0,0,0,0,0,none
0.227,-0.529,-0.947,-0.011,-0.029,-0.031,0,0,0,0,0,none
0.224,-0.529,-0.952,-0.015,-0.027,-0.024,0,0,0,0,0,none
0.231,-0.527,-0.947,-0.022,-0.028,-0.024,0,0,0,0,0,none
0.239,-0.527,-0.934,-0.022,-0.015,-0.032,0,0,0,0,0,none
0.237,-0.522,-0.945,-0.024,-0.011,-0.029,0,0,0,0,0,none
