acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
-0.220,-0.651,0.683,0.706,0.055,0.026,0,0,0,0,0,wist
-0.198,-0.645,0.662,0.889,0.138,-0.044,0,0,0,0,0,wist
-0.178,-0.670,0.688,0.902,0.162,-0.040,0,0,0,0,0,wist
-0.199,-0.738,0.664,0.912,0.087,-0.022,0,0,5,0,0,wist
-0.197,-0.726,0.638,0.853,0.028,0.006,0,0,9,0,0,wist
-0.206,-0.728,0.648,0.883,-0.015,0.044,0,1,20,0,0,wist
-0.236,-0.707,0.652,0.940,-0.027,0.093,0,8,29,4,0,wist
-0.225,-0.679,0.629,1.009,0.068,0.060,0,9,38,10,11,wist
-0.189,-0.709,0.563,1.019,0.129,0.020,0,11,52,29,29,wist
-0.132,-0.701,0.533,0.911,0.178,-0.154,0,15,60,27,77,wist
-0.145,-0.791,0.515,0.550,-0.058,-0.016,0,17,62,55,158,wist
-0.123,-0.837,0.537,0.284,-0.213,0.092,0,18,69,69,188,wist
-0.188,-0.717,0.527,0.335,-0.431,0.090,0,18,74,86,221,wist
-0.238,-0.701,0.494,0.297,-0.352,0.052,0,18,77,99,268,wist
-0.205,-0.766,0.599,0.322,-0.124,0.035,0,19,81,110,295,wist
-0.238,-0.697,0.532,0.376,-0.110,0.042,0,20,88,121,305,wist
-0.207,-0.708,0.540,0.386,-0.069,0.001,0,22,93,141,345,wist
-0.185,-0.685,0.582,0.493,-0.034,-0.081,0,24,95,165,369,wist
-0.172,-0.674,0.599,0.595,-0.004,-0.133,0,35,96,178,376,wist
-0.191,-0.766,0.613,0.548,-0.018,-0.105,0,30,97,182,376,wist
-0.167,-0.766,0.548,0.436,-0.060,-0.107,0,31,95,194,377,wist
-0.168,-0.757,0.535,0.325,-0.025,-0.098,0,31,95,195,392,wist
-0.177,-0.776,0.527,0.246,-0.012,-0.084,0,31,95,195,392,wist
-0.179,-0.776,0.486,0.129,-0.011,-0.080,0,29,95,186,390,wist
-0.183,-0.775,0.454,0.045,-0.013,-0.082,0,29,93,182,376,wist
-0.199,-0.771,0.452,-0.041,-0.054,-0.081,0,29,90,177,377,wist
-0.207,-0.766,0.474,-0.088,-0.087,-0.084,0,29,89,175,367,wist
-0.231,-0.773,0.485,-0.121,-0.109,-0.089,0,27,85,175,364,wist
-0.219,-0.760,0.495,-0.152,-0.116,-0.085,0,27,81,173,349,wist
-0.220,-0.757,0.521,-0.156,-0.129,-0.081,0,27,79,174,345,wist
-0.220,-0.731,0.540,-0.138,-0.123,-0.097,0,24,78,172,337,wist
-0.207,-0.730,0.551,-0.095,-0.119,-0.120,0,21,77,161,325,wist
-0.206,-0.740,0.559,-0.112,-0.123,-0.142,0,20,75,155,310,wist
-0.209,-0.757,0.565,-0.145,-0.126,-0.166,0,19,72,129,293,wist
-0.202,-0.767,0.561,-0.229,-0.142,-0.170,0,15,69,117,259,wist
-0.208,-0.774,0.580,-0.274,-0.088,-0.192,0,13,58,91,223,wist
-0.239,-0.749,0.565,-0.284,-0.066,-0.169,0,11,51,75,182,wist
-0.228,-0.765,0.607,-0.270,-0.013,-0.147,0,10,42,59,153,wist
-0.230,-0.747,0.589,-0.254,0.042,-0.139,0,10,30,50,114,wist
-0.212,-0.785,0.570,-0.286,0.067,-0.148,0,2,5,41,58,wist
-0.208,-0.731,0.527,-0.299,0.145,-0.203,0,1,4,14,45,wist
-0.196,-0.802,0.573,-0.400,0.145,-0.159,0,0,2,6,18,wist
-0.188,-0.827,0.525,-0.579,0.176,-0.226,0,0,0,0,9,wist
-0.199,-0.798,0.510,-0.687,0.013,-0.176,0,0,0,0,0,wist
-0.211,-0.741,0.531,-0.780,-0.120,-0.160,0,0,0,0,0,wist
-0.213,-0.762,0.559,-0.837,-0.189,-0.141,0,0,0,0,0,wist
-0.257,-0.754,0.585,-0.853,-0.191,-0.096,0,0,0,0,0,wist
-0.255,-0.747,0.600,-0.861,-0.194,-0.076,0,0,0,0,0,wist
-0.247,-0.727,0.623,-0.869,-0.147,-0.066,0,0,0,0,0,wist
-0.256,-0.721,0.623,-0.882,-0.120,-0.039,0,0,0,0,0,wist
-0.242,-0.705,0.648,-0.846,-0.167,-0.017,0,0,0,0,0,wist
-0.256,-0.684,0.657,-0.796,-0.179,0.001,0,0,0,0,0,wist
-0.252,-0.668,0.661,-0.732,-0.162,-0.011,0,0,0,0,0,wist
-0.236,-0.654,0.696,-0.606,-0.183,-0.031,0,0,0,0,0,wist
-0.235,-0.654,0.700,-0.513,-0.206,-0.043,0,0,0,0,5,wist
-0.232,-0.685,0.717,-0.474,-0.206,-0.021,0,0,0,0,7,wist
-0.220,-0.678,0.682,-0.464,-0.215,-0.011,0,0,0,0,9,wist
-0.230,-0.658,0.649,-0.458,-0.226,-0.016,0,0,0,0,5,wist
-0.240,-0.670,0.655,-0.406,-0.243,-0.012,0,0,0,0,17,wist
-0.210,-0.644,0.652,-0.383,-0.260,-0.007,0,0,0,0,14,wist
-0.216,-0.661,0.656,-0.343,-0.256,0.007,0,0,0,0,15,wist
-0.217,-0.659,0.632,-0.341,-0.274,0.024,0,0,0,0,14,wist
-0.219,-0.652,0.650,-0.311,-0.300,0.024,0,0,0,0,14,wist
-0.216,-0.668,0.697,-0.271,-0.309,0.034,0,0,0,0,13,wist
-0.212,-0.655,0.677,-0.233,-0.305,0.032,0,0,0,0,10,wist
-0.224,-0.639,0.651,-0.213,-0.259,0.007,0,0,0,0,11,wist
-0.211,-0.644,0.659,-0.196,-0.223,-0.013,0,0,0,0,11,wist
-0.209,-0.646,0.656,-0.153,-0.200,-0.027,0,0,0,0,11,wist
-0.221,-0.657,0.642,-0.141,-0.189,-0.036,0,0,0,0,15,wist
