acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.241,-0.860,0.392,0.003,-0.013,-0.014,0,0,0,0,0,wist
0.242,-0.846,0.387,0.014,0.005,-0.022,0,0,0,0,0,wist
0.234,-0.849,0.395,0.056,-0.018,-0.028,0,0,0,0,0,wist
0.230,-0.855,0.374,0.067,-0.026,-0.036,0,0,0,0,0,wist
0.236,-0.857,0.393,0.077,-0.014,-0.033,0,0,0,0,0,wist
0.239,-0.850,0.399,0.069,-0.013,-0.018,0,0,0,0,0,wist
0.229,-0.850,0.391,0.067,-0.007,-0.012,0,0,0,0,0,wist
0.234,-0.846,0.372,0.056,0.013,-0.008,0,0,0,0,0,wist
0.249,-0.839,0.372,0.043,0.027,-0.010,0,0,0,0,0,wist
0.247,-0.833,0.390,0.067,0.030,-0.017,0,0,0,0,0,wist
0.254,-0.833,0.390,0.164,0.006,-0.036,0,0,0,0,0,wist
0.247,-0.843,0.388,0.165,-0.023,-0.035,0,0,0,0,0,wist
0.253,-0.866,0.409,0.123,0.007,-0.060,0,0,0,0,0,wist
0.260,-0.874,0.436,0.140,0.035,-0.091,0,0,0,0,0,wist
0.255,-0.875,0.416,0.165,0.034,-0.105,0,0,0,0,0,wist
0.250,-0.880,0.403,0.135,0.007,-0.109,0,0,0,0,0,wist
0.251,-0.869,0.389,0.111,-0.004,-0.113,0,0,0,0,0,wist
0.260,-0.869,0.394,0.118,-0.004,-0.116,0,0,0,0,0,wist
0.263,-0.874,0.386,0.141,-0.013,-0.123,0,0,0,0,0,wist
0.261,-0.873,0.383,0.155,-0.041,-0.124,0,0,0,0,0,wist
0.261,-0.879,0.386,0.168,-0.061,-0.117,0,0,0,0,0,wist
0.263,-0.880,0.359,0.173,-0.067,-0.109,0,0,0,0,0,wist
0.264,-0.883,0.366,0.179,-0.061,-0.114,0,0,0,0,0,wist
0.252,-0.879,0.381,0.169,-0.043,-0.122,0,0,0,0,0,wist
0.264,-0.883,0.377,0.202,-0.034,-0.147,0,0,0,0,0,wist
0.256,-0.877,0.364,0.226,-0.029,-0.168,0,0,0,0,0,wist
0.254,-0.881,0.348,0.215,-0.030,-0.186,0,0,0,0,0,wist
0.249,-0.880,0.358,0.211,-0.028,-0.199,0,0,0,0,0,wist
0.262,-0.877,0.363,0.226,-0.039,-0.204,0,0,0,0,0,wist
0.248,-0.875,0.340,0.242,-0.076,-0.197,0,0,0,0,0,wist
0.243,-0.875,0.349,0.267,-0.110,-0.207,0,0,0,0,0,wist
0.235,-0.880,0.366,0.296,-0.152,-0.205,0,0,0,0,0,wist
0.214,-0.891,0.358,0.329,-0.163,-0.210,0,0,0,0,0,wist
0.208,-0.903,0.350,0.318,-0.149,-0.219,0,0,0,0,0,wist
0.209,-0.900,0.358,0.305,-0.107,-0.231,0,0,0,0,0,wist
0.196,-0.900,0.352,0.298,-0.064,-0.227,0,0,0,0,0,wist
0.201,-0.889,0.342,0.296,-0.053,-0.217,0,0,0,0,0,wist
0.205,-0.888,0.340,0.321,-0.060,-0.200,0,0,0,0,0,wist
0.200,-0.890,0.341,0.350,-0.067,-0.185,0,0,0,0,0,wist
0.202,-0.898,0.326,0.374,-0.050,-0.186,0,0,0,0,0,wist
0.196,-0.898,0.337,0.381,-0.019,-0.194,0,0,0,0,0,wist
0.205,-0.910,0.338,0.384,0.005,-0.204,0,0,0,0,0,wist
0.202,-0.927,0.317,0.387,0.010,-0.191,0,0,0,0,0,wist
0.199,-0.918,0.317,0.359,-0.003,-0.172,0,0,0,0,0,wist
0.185,-0.917,0.307,0.359,-0.028,-0.183,0,0,0,0,0,wist
0.174,-0.896,0.287,0.373,-0.053,-0.208,0,0,0,0,0,wist
0.175,-0.939,0.297,0.444,-0.059,-0.202,0,0,0,0,0,wist
0.192,-0.909,0.318,0.617,-0.094,-0.236,0,0,0,0,0,wist
0.178,-0.844,0.236,0.855,-0.207,-0.296,0,0,0,0,0,wist
0.232,-0.858,0.274,1.080,-0.279,-0.280,0,0,0,0,0,wist
0.198,-0.922,0.376,1.423,-0.387,-0.258,0,4,0,0,0,wist
0.119,-1.041,0.470,1.868,-0.627,-0.144,0,19,0,0,0,wist
-0.008,-1.070,0.620,3.005,-0.829,-0.424,0,37,31,1,0,wist
-0.043,-0.961,0.615,3.867,-1.024,-0.594,0,61,78,84,0,wist
-0.255,-1.327,0.908,4.366,-1.257,-0.381,5,81,142,181,49,wist
-0.102,-0.783,0.782,4.366,-0.846,-1.523,20,88,169,233,154,wist
0.063,-0.021,-1.498,4.366,-0.258,-1.972,60,88,181,261,303,wist
0.523,-0.480,-0.718,2.860,-0.555,-0.793,142,95,190,279,390,wist
-0.523,-1.002,-0.676,2.227,-0.468,0.408,182,97,195,301,453,wist
