acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
-0.162,-0.822,0.457,0.101,-0.319,-0.215,0,52,52,166,422,wist
-0.172,-0.827,0.437,0.051,-0.132,-0.125,0,53,54,170,431,wist
-0.196,-0.849,0.430,0.055,-0.080,-0.072,0,54,57,170,445,wist
-0.215,-0.838,0.409,0.052,-0.083,-0.098,0,54,58,173,446,wist
-0.201,-0.816,0.386,0.024,-0.055,-0.136,0,53,57,175,441,wist
-0.220,-0.824,0.363,-0.002,-0.098,-0.137,0,52,60,177,434,wist
-0.252,-0.831,0.344,-0.034,-0.217,-0.118,0,51,61,185,433,wist
-0.287,-0.853,0.351,-0.097,-0.367,-0.076,0,49,61,181,427,wist
-0.318,-0.855,0.344,-0.188,-0.422,-0.016,0,47,59,182,426,wist
-0.335,-0.840,0.356,-0.261,-0.400,0.057,0,46,61,178,424,wist
-0.336,-0.827,0.392,-0.287,-0.353,0.147,0,42,57,174,422,wist
-0.309,-0.810,0.419,-0.292,-0.343,0.226,0,41,57,178,421,wist
-0.281,-0.777,0.441,-0.248,-0.370,0.267,0,41,57,180,413,wist
-0.272,-0.777,0.444,-0.170,-0.401,0.278,0,39,56,182,405,wist
-0.243,-0.802,0.483,-0.150,-0.435,0.272,0,36,56,182,397,wist
-0.227,-0.770,0.455,-0.137,-0.459,0.242,0,35,56,174,389,wist
-0.195,-0.767,0.467,-0.125,-0.462,0.208,0,40,54,173,373,wist
-0.186,-0.798,0.430,-0.179,-0.501,0.192,0,33,53,166,359,wist
-0.205,-0.848,0.380,-0.302,-0.554,0.184,0,29,50,155,331,wist
-0.226,-0.864,0.361,-0.470,-0.585,0.193,0,27,46,139,315,wist
-0.215,-0.841,0.343,-0.617,-0.600,0.205,0,25,39,125,277,wist
-0.229,-0.822,0.345,-0.726,-0.581,0.226,0,21,37,115,236,wist
-0.240,-0.805,0.327,-0.827,-0.572,0.248,0,15,30,107,221,wist
-0.235,-0.837,0.357,-0.896,-0.543,0.231,0,14,29,85,181,wist
-0.250,-0.824,0.360,-0.986,-0.503,0.227,0,11,24,58,153,wist
-0.240,-0.823,0.384,-0.995,-0.452,0.200,0,10,20,51,113,wist
-0.228,-0.810,0.411,-0.929,-0.431,0.132,0,7,15,42,78,wist
-0.224,-0.796,0.427,-0.797,-0.430,0.037,0,5,8,30,50,wist
-0.208,-0.801,0.444,-0.673,-0.431,-0.044,0,1,1,10,35,wist
-0.207,-0.813,0.427,-0.531,-0.421,-0.095,0,0,0,6,30,wist
-0.205,-0.813,0.442,-0.480,-0.422,-0.120,0,0,0,0,9,wist
