acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.357,-0.018,0.828,-0.009,0.014,-0.000,0,0,41,151,194,index-finger
0.390,-0.020,0.819,0.010,-0.006,-0.003,0,0,42,157,195,index-finger
0.390,-0.028,0.823,-0.034,-0.047,-0.018,0,0,42,150,195,index-finger
0.375,-0.016,0.831,-0.044,-0.080,-0.009,0,0,41,150,194,index-finger
0.373,-0.019,0.836,-0.042,-0.076,0.001,0,0,42,150,195,index-finger
0.374,-0.022,0.829,-0.053,-0.050,-0.007,0,0,42,150,195,index-finger
0.373,-0.019,0.821,-0.048,-0.025,-0.008,0,0,42,150,195,index-finger
0.363,-0.015,0.823,-0.051,-0.004,-0.022,0,0,42,150,195,index-finger
0.383,-0.010,0.820,-0.034,0.020,-0.045,0,0,45,150,195,index-finger
0.382,-0.013,0.816,-0.016,0.007,-0.052,0,0,45,149,195,index-finger
0.382,-0.019,0.818,-0.013,-0.011,-0.042,0,0,46,150,194,index-finger
0.390,-0.017,0.801,-0.022,-0.036,-0.027,0,0,45,149,196,index-finger
0.372,-0.019,0.812,-0.040,-0.058,-0.032,0,0,46,150,197,index-finger
0.370,-0.014,0.827,-0.040,-0.042,-0.028,0,0,45,149,196,index-finger
0.373,-0.018,0.817,-0.047,-0.038,-0.024,0,0,45,149,195,index-finger
0.377,-0.024,0.816,-0.079,-0.058,-0.015,0,0,46,150,197,index-finger
0.370,-0.020,0.827,-0.089,-0.065,-0.015,0,0,46,150,197,index-finger
0.377,-0.013,0.833,-0.080,-0.054,-0.028,0,0,44,150,197,index-finger
0.374,-0.011,0.829,-0.060,-0.035,-0.039,0,0,46,149,197,index-finger
0.384,-0.013,0.833,-0.039,-0.033,-0.040,0,0,45,149,197,index-finger
0.375,-0.019,0.820,-0.031,-0.039,-0.038,0,0,46,149,198,index-finger
0.370,-0.010,0.832,-0.005,-0.048,-0.029,0,0,47,150,197,index-finger
0.374,-0.017,0.837,0.027,-0.066,-0.016,0,0,47,149,198,index-finger
0.377,-0.029,0.840,0.005,-0.104,-0.005,0,0,46,150,198,index-finger
0.370,-0.030,0.835,-0.017,-0.138,0.005,0,0,46,149,198,index-finger
0.375,-0.031,0.821,-0.029,-0.138,0.001,0,0,46,146,198,index-finger
0.368,-0.026,0.826,-0.051,-0.108,-0.009,0,0,46,149,199,index-finger
0.371,-0.028,0.818,-0.050,-0.063,-0.017,0,0,46,148,199,index-finger
0.373,-0.019,0.825,-0.053,-0.028,-0.024,0,0,46,148,199,index-finger
0.385,-0.011,0.822,-0.051,-0.026,-0.034,0,0,47,149,199,index-finger
0.391,-0.013,0.820,-0.044,-0.039,-0.038,0,0,47,149,199,index-finger
0.392,-0.014,0.831,-0.041,-0.057,-0.025,0,0,47,149,199,index-finger
0.388,-0.014,0.827,-0.053,-0.079,-0.017,0,0,47,149,199,index-finger
0.393,-0.017,0.843,-0.058,-0.100,-0.022,0,0,49,150,199,index-finger
0.390,-0.017,0.832,-0.062,-0.119,-0.040,0,0,49,149,198,index-finger
0.380,-0.018,0.834,-0.067,-0.121,-0.050,0,0,49,150,199,index-finger
0.371,-0.018,0.841,-0.055,-0.097,-0.060,0,0,49,150,199,index-finger
0.362,-0.024,0.835,-0.053,-0.058,-0.057,0,0,49,150,199,index-finger
0.363,-0.020,0.838,-0.066,-0.016,-0.061,0,0,49,150,199,index-finger
0.366,-0.023,0.835,-0.071,0.015,-0.068,0,0,50,148,201,index-finger
0.373,-0.018,0.822,-0.082,0.015,-0.070,0,0,49,147,199,index-finger
0.374,-0.017,0.834,-0.070,-0.002,-0.071,0,0,49,147,200,index-finger
0.379,-0.013,0.832,-0.061,-0.017,-0.069,0,0,49,147,201,index-finger
0.376,-0.003,0.842,-0.053,-0.016,-0.063,0,0,49,145,201,index-finger
0.385,0.001,0.827,-0.031,-0.026,-0.049,0,0,50,145,201,index-finger
0.383,-0.004,0.852,-0.007,-0.039,-0.036,0,0,49,143,201,index-finger
0.382,-0.003,0.847,-0.010,-0.070,-0.029,0,0,49,145,201,index-finger
0.371,0.002,0.839,-0.019,-0.072,-0.039,0,0,50,145,201,index-finger
0.366,-0.007,0.833,-0.009,-0.045,-0.057,0,0,49,146,201,index-finger
0.365,-0.003,0.834,-0.010,-0.012,-0.061,0,0,49,146,202,index-finger
0.371,0.000,0.826,-0.000,0.001,-0.070,0,0,49,145,201,index-finger
0.360,-0.006,0.827,0.004,0.008,-0.075,0,0,50,146,202,index-finger
0.375,-0.005,0.818,0.005,0.006,-0.071,0,0,50,146,202,index-finger
0.365,-0.014,0.815,-0.005,-0.009,-0.074,0,0,50,146,202,index-finger
0.367,-0.007,0.817,-0.015,-0.006,-0.067,0,0,49,146,202,index-finger
0.354,-0.013,0.823,-0.015,-0.033,-0.054,0,0,49,146,202,index-finger
0.354,-0.012,0.819,-0.022,-0.063,-0.044,0,0,50,146,202,index-finger
0.350,-0.006,0.810,-0.029,-0.087,-0.030,0,0,50,147,202,index-finger
0.334,-0.017,0.811,-0.044,-0.080,-0.031,0,0,49,145,202,index-finger
0.323,-0.021,0.818,-0.060,-0.044,-0.025,0,0,50,147,203,index-finger
0.341,-0.013,0.818,-0.061,-0.013,-0.023,0,0,49,147,204,index-finger
0.343,-0.013,0.805,-0.080,0.004,-0.013,0,0,49,147,203,index-finger
0.354,-0.003,0.818,-0.071,0.007,-0.010,0,0,49,147,203,index-finger
0.365,0.003,0.819,-0.059,-0.006,-0.007,0,0,50,147,203,index-finger
0.372,-0.001,0.822,-0.049,-0.025,-0.003,0,0,50,147,203,index-finger
