acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.764,0.437,0.222,0.128,-0.205,-0.088,0,10,0,69,104,middle-finger
0.755,0.450,0.214,0.005,-0.345,-0.077,0,10,0,69,102,middle-finger
0.756,0.474,0.222,-0.097,-0.459,-0.089,0,10,0,68,90,middle-finger
0.737,0.485,0.231,-0.164,-0.545,-0.090,0,11,0,54,89,middle-finger
0.721,0.502,0.233,-0.220,-0.638,-0.087,0,9,0,52,89,middle-finger
0.708,0.506,0.232,-0.282,-0.698,-0.088,0,10,0,53,88,middle-finger
0.711,0.511,0.243,-0.316,-0.739,-0.080,0,10,0,50,86,middle-finger
0.714,0.524,0.269,-0.356,-0.769,-0.074,0,10,0,44,87,middle-finger
0.725,0.535,0.291,-0.365,-0.798,-0.073,0,10,0,40,87,middle-finger
0.714,0.545,0.307,-0.357,-0.848,-0.070,0,10,0,39,86,middle-finger
0.704,0.540,0.308,-0.356,-0.874,-0.067,0,10,0,40,86,middle-finger
0.716,0.562,0.324,-0.350,-0.850,-0.072,0,10,0,39,86,middle-finger
0.721,0.562,0.331,-0.337,-0.782,-0.077,0,10,0,36,85,middle-finger
0.733,0.557,0.342,-0.302,-0.690,-0.102,0,10,0,30,84,middle-finger
0.748,0.557,0.348,-0.270,-0.614,-0.126,0,10,0,29,84,middle-finger
0.751,0.535,0.349,-0.255,-0.563,-0.162,0,10,0,29,82,middle-finger
0.774,0.531,0.346,-0.276,-0.535,-0.194,0,8,0,28,82,middle-finger
0.812,0.525,0.363,-0.301,-0.548,-0.224,0,9,0,28,82,middle-finger
0.850,0.506,0.357,-0.363,-0.614,-0.268,0,9,0,29,81,middle-finger
0.867,0.502,0.376,-0.434,-0.740,-0.314,0,8,0,27,78,middle-finger
0.905,0.513,0.427,-0.502,-0.867,-0.389,0,9,0,27,79,middle-finger
0.952,0.535,0.453,-0.544,-0.975,-0.441,0,9,0,27,67,middle-finger
0.949,0.533,0.486,-0.456,-1.079,-0.535,0,8,0,27,62,middle-finger
0.931,0.561,0.509,-0.254,-1.197,-0.690,0,9,0,27,54,middle-finger
0.928,0.564,0.516,-0.047,-1.260,-0.921,0,10,0,26,45,middle-finger
0.920,0.557,0.549,0.041,-1.198,-1.133,0,9,0,26,45,middle-finger
0.964,0.548,0.571,0.014,-1.034,-1.257,0,10,0,26,43,middle-finger
0.998,0.503,0.650,-0.025,-0.874,-1.327,0,11,1,29,44,middle-finger
0.996,0.512,0.692,0.021,-0.837,-1.400,0,16,2,25,46,middle-finger
0.985,0.513,0.679,0.131,-0.831,-1.590,0,17,7,26,45,middle-finger
0.986,0.532,0.685,0.223,-0.757,-1.945,0,18,14,26,49,middle-finger
1.032,0.596,0.677,0.387,-0.411,-2.322,0,21,17,27,70,middle-finger
1.028,0.592,0.705,0.592,0.085,-2.653,0,23,20,29,80,middle-finger
1.054,0.543,0.727,0.851,0.554,-2.959,0,24,23,29,79,middle-finger
1.079,0.509,0.721,1.142,0.879,-3.359,0,29,25,31,85,middle-finger
1.038,0.480,0.648,1.234,1.193,-3.738,0,31,27,36,101,middle-finger
1.060,0.381,0.675,1.113,1.658,-3.956,0,33,33,39,108,middle-finger
0.969,0.319,0.615,1.151,2.248,-4.030,0,35,35,43,133,middle-finger
0.906,0.266,0.572,1.209,2.932,-4.232,0,37,36,57,150,middle-finger
0.906,0.245,0.463,1.274,3.518,-4.366,0,38,41,65,163,middle-finger
0.925,0.146,0.448,1.230,4.057,-4.366,0,39,42,74,189,middle-finger
0.966,0.067,0.380,1.246,4.366,-4.366,0,41,45,85,206,middle-finger
0.977,0.059,0.250,1.175,4.366,-4.366,0,43,46,100,229,middle-finger
1.022,-0.016,0.205,1.064,4.366,-4.366,0,45,49,106,248,middle-finger
1.026,-0.083,0.131,1.018,4.366,-4.366,0,47,57,118,259,middle-finger
1.013,-0.151,0.069,0.831,4.366,-4.366,0,49,62,133,265,middle-finger
1.019,-0.157,-0.044,0.625,4.366,-4.366,0,51,73,143,277,middle-finger
1.074,-0.176,-0.073,0.461,4.366,-4.366,0,51,73,149,279,middle-finger
1.021,-0.237,-0.174,0.379,4.366,-4.366,0,53,74,161,284,middle-finger
0.951,-0.276,-0.189,0.006,4.366,-4.366,0,53,79,166,294,middle-finger
0.880,-0.324,-0.241,-0.364,4.366,-4.366,0,54,83,171,298,middle-finger
0.899,-0.326,-0.252,-0.732,4.366,-4.366,0,56,86,174,306,middle-finger
0.829,-0.320,-0.254,-0.904,4.366,-4.270,0,56,83,178,310,middle-finger
0.758,-0.363,-0.254,-0.932,4.075,-4.003,0,57,85,181,310,middle-finger
0.686,-0.389,-0.228,-1.030,3.333,-3.684,0,56,83,182,313,middle-finger
0.680,-0.422,-0.262,-1.171,2.641,-3.402,0,55,83,185,311,middle-finger
0.683,-0.422,-0.236,-1.268,1.962,-3.176,0,57,82,187,317,middle-finger
0.618,-0.417,-0.247,-1.240,1.350,-3.019,0,56,83,189,312,middle-finger
0.531,-0.445,-0.212,-1.157,0.921,-2.893,0,56,81,190,309,middle-finger
0.479,-0.455,-0.165,-1.145,0.763,-2.744,0,57,82,191,309,middle-finger
0.427,-0.474,-0.141,-1.147,0.793,-2.599,0,57,82,191,309,middle-finger
0.385,-0.472,-0.094,-0.986,0.868,-2.504,0,56,79,191,306,middle-finger
0.353,-0.485,-0.047,-0.734,0.950,-2.449,0,54,78,193,313,middle-finger
0.382,-0.512,-0.008,-0.466,1.013,-2.376,0,56,78,191,309,middle-finger
0.344,-0.571,0.050,-0.166,1.095,-2.296,0,57,77,189,308,middle-finger
