acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.615,0.038,-1.290,-0.736,-0.017,-0.399,0,14,0,5,0,middle-finger
0.633,0.031,-1.317,-0.850,-0.071,-0.473,0,15,0,5,0,middle-finger
0.656,-0.008,-1.339,-1.077,-0.214,-0.545,0,15,0,5,0,middle-finger
0.680,-0.032,-1.386,-1.324,-0.322,-0.629,0,18,0,5,0,middle-finger
0.649,0.015,-1.483,-1.490,-0.373,-0.689,0,22,0,5,0,middle-finger
0.642,0.029,-1.515,-1.510,-0.353,-0.788,0,25,0,6,0,middle-finger
0.645,-0.040,-1.470,-1.669,-0.144,-0.941,0,26,0,6,0,middle-finger
0.621,-0.088,-1.441,-1.988,0.016,-1.003,0,33,0,7,0,middle-finger
0.606,-0.135,-1.426,-2.313,0.149,-1.057,0,34,0,6,0,middle-finger
0.619,-0.146,-1.410,-2.582,0.215,-1.113,0,37,0,9,4,middle-finger
0.613,-0.120,-1.445,-2.753,0.117,-1.167,0,39,0,8,38,middle-finger
0.633,-0.110,-1.380,-2.829,-0.129,-1.250,0,41,0,8,42,middle-finger
0.617,-0.139,-1.298,-2.900,-0.455,-1.280,0,42,0,6,45,middle-finger
0.578,-0.194,-1.183,-2.897,-0.801,-1.267,0,47,0,14,45,middle-finger
0.521,-0.242,-1.106,-2.901,-1.157,-1.205,0,49,0,17,52,middle-finger
0.463,-0.277,-1.121,-3.005,-1.436,-1.225,0,52,0,18,65,middle-finger
0.485,-0.262,-1.106,-3.187,-1.534,-1.293,0,54,0,35,116,middle-finger
0.450,-0.221,-1.104,-3.197,-1.507,-1.377,0,57,0,52,139,middle-finger
0.425,-0.212,-1.073,-3.107,-1.466,-1.470,0,61,0,67,184,middle-finger
0.397,-0.212,-1.068,-3.026,-1.414,-1.526,0,66,0,73,191,middle-finger
0.372,-0.200,-1.008,-2.946,-1.384,-1.479,0,69,0,92,202,middle-finger
0.396,-0.242,-0.976,-2.772,-1.248,-1.410,0,73,0,107,222,middle-finger
0.350,-0.229,-0.984,-2.629,-1.201,-1.440,0,74,0,116,245,middle-finger
0.378,-0.276,-0.976,-2.512,-1.207,-1.514,0,77,0,125,263,middle-finger
0.377,-0.292,-0.952,-2.645,-1.034,-1.481,0,79,0,137,281,middle-finger
0.395,-0.301,-0.953,-2.815,-0.781,-1.513,0,82,0,148,295,middle-finger
0.445,-0.313,-1.008,-2.880,-0.619,-1.599,0,83,0,159,303,middle-finger
0.482,-0.372,-0.975,-2.806,-0.554,-1.663,0,84,0,171,318,middle-finger
0.479,-0.401,-1.021,-2.989,-0.404,-1.738,0,85,0,171,327,middle-finger
0.473,-0.419,-0.935,-3.176,-0.476,-1.718,0,86,0,177,333,middle-finger
0.432,-0.432,-0.810,-3.396,-0.540,-1.675,0,86,0,181,344,middle-finger
0.418,-0.436,-0.769,-3.459,-0.651,-1.619,0,86,0,187,359,middle-finger
0.362,-0.456,-0.713,-3.448,-0.817,-1.576,0,86,0,193,372,middle-finger
0.319,-0.458,-0.665,-3.496,-0.900,-1.508,6,85,0,194,379,middle-finger
0.282,-0.484,-0.582,-3.508,-0.877,-1.469,15,86,0,194,388,middle-finger
0.231,-0.513,-0.506,-3.494,-0.747,-1.490,19,86,0,203,396,middle-finger
0.201,-0.501,-0.479,-3.558,-0.587,-1.431,21,87,0,215,399,middle-finger
0.213,-0.514,-0.431,-3.616,-0.435,-1.311,18,87,0,214,402,middle-finger
0.179,-0.559,-0.359,-3.562,-0.246,-1.202,18,87,0,217,402,middle-finger
0.154,-0.547,-0.264,-3.609,-0.153,-1.067,28,87,0,217,410,middle-finger
0.124,-0.555,-0.188,-3.453,-0.118,-0.928,30,86,0,225,406,middle-finger
0.118,-0.559,-0.175,-3.318,-0.047,-0.783,43,89,0,227,407,middle-finger
0.115,-0.556,-0.132,-3.052,0.036,-0.687,74,86,0,230,402,middle-finger
0.104,-0.573,-0.071,-2.534,0.097,-0.643,70,86,0,231,401,middle-finger
0.074,-0.620,-0.026,-2.070,0.167,-0.573,89,86,0,232,401,middle-finger
0.085,-0.659,0.025,-1.826,0.313,-0.525,91,86,0,232,406,middle-finger
0.099,-0.698,0.048,-1.657,0.523,-0.466,94,85,0,234,408,middle-finger
0.126,-0.721,0.088,-1.504,0.711,-0.396,95,85,0,234,405,middle-finger
0.179,-0.717,0.097,-1.357,0.823,-0.312,97,84,0,234,402,middle-finger
0.207,-0.728,0.120,-1.153,0.809,-0.187,100,84,0,233,404,middle-finger
0.239,-0.751,0.122,-0.831,0.666,-0.103,105,84,0,234,404,middle-finger
0.265,-0.766,0.073,-0.629,0.494,-0.041,106,83,0,233,406,middle-finger
0.256,-0.801,0.075,-0.427,0.336,-0.031,110,83,0,234,406,middle-finger
0.254,-0.827,0.066,-0.176,0.303,-0.063,130,83,2,233,405,middle-finger
0.250,-0.851,0.048,-0.021,0.393,-0.076,144,82,5,231,406,middle-finger
0.245,-0.848,0.055,0.120,0.504,-0.079,177,82,5,233,406,middle-finger
0.229,-0.858,0.055,0.210,0.529,-0.050,201,81,11,231,408,middle-finger
0.252,-0.833,0.027,0.262,0.478,-0.006,226,81,11,230,409,middle-finger
0.265,-0.833,0.028,0.432,0.338,0.011,254,81,11,230,408,middle-finger
0.267,-0.828,-0.011,0.632,0.250,0.032,264,82,17,232,407,middle-finger
0.283,-0.848,-0.083,0.779,0.225,0.062,262,84,16,233,408,middle-finger
