acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.934,-0.056,0.210,0.021,-0.061,0.043,38,22,52,146,305,thumb-up
0.934,-0.060,0.209,0.029,-0.054,0.030,38,24,53,145,305,thumb-up
0.932,-0.060,0.215,0.020,-0.037,0.018,38,24,51,146,303,thumb-up
0.931,-0.061,0.211,0.008,-0.029,0.005,38,24,53,145,305,thumb-up
0.916,-0.056,0.209,-0.001,-0.020,0.000,38,23,52,146,304,thumb-up
0.919,-0.064,0.204,0.002,-0.024,0.004,38,24,50,146,305,thumb-up
0.915,-0.055,0.208,0.005,-0.023,0.013,39,24,52,146,305,thumb-up
0.914,-0.064,0.207,0.007,-0.034,0.021,39,24,52,146,305,thumb-up
0.911,-0.065,0.201,0.004,-0.048,0.027,39,23,52,146,306,thumb-up
0.909,-0.065,0.204,-0.000,-0.052,0.031,38,22,52,146,306,thumb-up
0.910,-0.064,0.215,0.007,-0.045,0.026,38,24,52,146,305,thumb-up
0.911,-0.062,0.210,0.013,-0.028,0.012,38,24,52,146,305,thumb-up
0.911,-0.071,0.212,0.012,-0.011,0.001,38,21,52,146,305,thumb-up
0.909,-0.070,0.207,0.009,0.004,-0.004,38,24,52,146,305,thumb-up
0.916,-0.069,0.202,0.002,0.014,-0.009,38,24,52,146,305,thumb-up
0.920,-0.072,0.207,-0.008,0.010,-0.002,38,23,52,146,305,thumb-up
0.931,-0.068,0.210,-0.009,-0.003,0.005,39,25,52,146,305,thumb-up
0.925,-0.064,0.205,-0.012,-0.011,0.011,38,23,52,146,305,thumb-up
0.930,-0.067,0.209,-0.011,-0.017,0.008,38,24,52,146,306,thumb-up
0.928,-0.062,0.216,-0.005,-0.016,-0.008,38,24,52,146,305,thumb-up
0.927,-0.058,0.209,-0.003,-0.002,-0.020,38,24,52,146,305,thumb-up
0.923,-0.056,0.217,-0.013,0.017,-0.023,39,23,52,145,305,thumb-up
0.929,-0.059,0.213,-0.027,0.013,-0.029,38,24,53,146,305,thumb-up
0.921,-0.058,0.219,-0.010,0.020,-0.029,39,18,52,146,305,thumb-up
0.922,-0.054,0.227,-0.013,0.025,-0.030,38,24,52,146,305,thumb-up
0.925,-0.062,0.223,-0.016,0.018,-0.024,38,24,52,146,305,thumb-up
0.923,-0.057,0.213,-0.023,0.015,-0.015,38,24,52,146,305,thumb-up
0.930,-0.051,0.222,-0.019,0.006,-0.006,39,24,53,146,305,thumb-up
0.930,-0.053,0.210,-0.017,-0.001,-0.009,38,24,52,145,305,thumb-up
0.931,-0.051,0.220,-0.012,-0.004,-0.013,38,24,53,146,305,thumb-up
0.929,-0.039,0.231,-0.007,-0.003,-0.014,38,23,53,146,305,thumb-up
0.933,-0.048,0.223,-0.006,0.004,-0.023,38,24,53,146,305,thumb-up
0.935,-0.048,0.231,-0.007,0.003,-0.025,38,24,53,146,303,thumb-up
0.940,-0.045,0.219,-0.008,0.006,-0.029,38,23,53,146,303,thumb-up
0.938,-0.044,0.220,-0.010,0.006,-0.026,38,24,52,146,305,thumb-up
0.938,-0.045,0.217,-0.011,-0.005,-0.019,37,24,53,146,305,thumb-up
0.927,-0.050,0.220,-0.014,-0.021,-0.016,38,23,53,146,305,thumb-up
0.943,-0.044,0.223,-0.012,-0.026,-0.007,38,24,53,146,305,thumb-up
0.941,-0.036,0.229,-0.004,-0.029,-0.006,37,24,53,146,305,thumb-up
0.934,-0.046,0.232,0.007,-0.033,-0.007,39,24,52,146,303,thumb-up
0.938,-0.049,0.220,0.017,-0.032,-0.009,39,24,53,146,305,thumb-up
0.938,-0.046,0.219,0.017,-0.036,-0.013,39,24,53,147,305,thumb-up
0.937,-0.044,0.220,0.020,-0.043,-0.010,38,23,53,146,305,thumb-up
0.942,-0.045,0.207,0.024,-0.047,-0.009,38,23,53,146,305,thumb-up
0.938,-0.050,0.224,0.014,-0.047,-0.009,38,24,53,147,305,thumb-up
0.937,-0.049,0.217,0.009,-0.049,-0.006,38,24,53,146,305,thumb-up
0.935,-0.049,0.214,0.015,-0.050,-0.008,38,23,52,145,305,thumb-up
0.943,-0.052,0.208,0.013,-0.059,-0.011,38,24,53,146,305,thumb-up
0.938,-0.050,0.212,0.009,-0.062,-0.007,38,24,52,146,305,thumb-up
0.937,-0.055,0.217,0.012,-0.061,-0.010,38,24,53,146,305,thumb-up
0.929,-0.053,0.204,0.014,-0.064,-0.007,38,24,53,146,305,thumb-up
0.921,-0.056,0.224,0.013,-0.060,-0.006,38,23,52,146,303,thumb-up
0.931,-0.048,0.209,0.015,-0.054,-0.002,37,24,52,146,305,thumb-up
0.922,-0.051,0.210,0.003,-0.078,0.008,38,25,52,146,305,thumb-up
0.914,-0.051,0.209,0.016,-0.081,0.013,38,24,51,146,305,thumb-up
0.920,-0.059,0.206,0.007,-0.072,0.008,38,25,52,146,305,thumb-up
0.912,-0.063,0.197,-0.006,-0.058,0.015,38,24,52,146,305,thumb-up
0.913,-0.059,0.216,-0.013,-0.045,0.008,38,24,52,146,305,thumb-up
0.923,-0.056,0.208,-0.016,-0.049,0.009,39,24,53,146,305,thumb-up
0.915,-0.056,0.204,-0.020,-0.052,0.019,38,23,53,146,305,thumb-up
0.916,-0.056,0.200,-0.026,-0.060,0.019,38,24,53,146,306,thumb-up
0.916,-0.042,0.215,-0.026,-0.068,0.027,38,23,52,146,306,thumb-up
0.920,-0.048,0.217,-0.019,-0.072,0.033,38,25,53,146,306,thumb-up
0.922,-0.046,0.207,-0.021,-0.074,0.035,38,25,52,145,306,thumb-up
0.918,-0.042,0.209,-0.024,-0.069,0.032,38,24,52,145,306,thumb-up
0.916,-0.039,0.214,-0.022,-0.063,0.025,38,24,53,145,306,thumb-up
0.914,-0.041,0.221,-0.018,-0.050,0.009,37,25,53,146,306,thumb-up
0.906,-0.034,0.222,-0.010,-0.027,-0.002,37,24,52,145,305,thumb-up
0.917,-0.040,0.199,-0.014,-0.020,-0.002,37,24,52,146,306,thumb-up
0.902,-0.044,0.207,-0.013,-0.023,0.015,38,23,53,145,305,thumb-up
0.911,-0.041,0.214,-0.002,-0.034,0.024,38,24,53,146,306,thumb-up
0.908,-0.045,0.210,0.008,-0.044,0.035,39,23,55,146,306,thumb-up
0.910,-0.053,0.213,0.012,-0.038,0.038,37,23,53,146,305,thumb-up
0.904,-0.045,0.210,0.007,-0.020,0.031,38,24,53,146,306,thumb-up
0.905,-0.050,0.201,0.012,-0.001,0.022,37,24,52,146,306,thumb-up
0.907,-0.050,0.199,0.014,0.015,0.017,38,24,53,146,306,thumb-up
0.910,-0.058,0.208,0.000,0.019,0.016,38,24,52,146,306,thumb-up
0.920,-0.049,0.205,-0.015,0.014,0.019,38,24,53,145,310,thumb-up
0.927,-0.046,0.202,-0.017,0.002,0.021,38,24,53,146,307,thumb-up
0.923,-0.044,0.207,-0.014,-0.006,0.030,38,24,53,145,307,thumb-up
0.924,-0.048,0.201,-0.017,-0.003,0.025,38,24,53,146,307,thumb-up
0.916,-0.050,0.209,-0.016,0.010,0.015,39,24,52,145,307,thumb-up
0.913,-0.050,0.214,-0.015,0.023,0.003,38,24,52,145,307,thumb-up
0.916,-0.044,0.216,-0.010,0.041,-0.002,38,24,53,150,307,thumb-up
0.913,-0.049,0.220,-0.009,0.046,-0.003,38,25,52,146,306,thumb-up
0.923,-0.046,0.220,-0.007,0.038,0.001,37,24,53,146,307,thumb-up
0.929,-0.048,0.224,-0.008,0.021,0.006,38,24,58,146,307,thumb-up
0.926,-0.035,0.223,-0.004,0.008,0.014,38,24,53,145,307,thumb-up
0.934,-0.045,0.215,-0.009,0.001,0.017,38,24,53,146,307,thumb-up
0.936,-0.041,0.229,-0.009,0.003,0.010,37,24,53,146,306,thumb-up
0.941,-0.043,0.229,-0.008,0.011,-0.003,38,25,51,146,306,thumb-up
0.938,-0.041,0.215,0.003,0.016,-0.016,38,24,52,146,306,thumb-up
0.932,-0.041,0.221,0.003,0.017,-0.023,38,23,53,146,306,thumb-up
0.937,-0.041,0.208,-0.003,0.016,-0.028,38,24,53,145,306,thumb-up
0.937,-0.047,0.223,-0.007,0.013,-0.022,38,24,53,146,305,thumb-up
0.928,-0.045,0.221,-0.004,0.003,-0.023,38,24,53,146,305,thumb-up
0.927,-0.045,0.217,-0.004,0.001,-0.021,38,24,53,146,305,thumb-up
0.923,-0.038,0.208,-0.005,0.002,-0.027,38,24,53,145,306,thumb-up
0.923,-0.045,0.203,-0.007,0.002,-0.021,38,24,53,146,306,thumb-up
0.928,-0.042,0.206,-0.007,-0.003,-0.022,38,23,52,146,305,thumb-up
0.926,-0.040,0.210,-0.001,-0.008,-0.021,37,24,53,146,305,thumb-up
0.929,-0.042,0.208,0.006,-0.011,-0.019,38,24,53,146,306,thumb-up
0.927,-0.041,0.215,0.015,-0.014,-0.026,38,23,53,146,305,thumb-up
0.923,-0.041,0.206,0.016,-0.007,-0.032,38,24,53,146,305,thumb-up
0.915,-0.046,0.196,0.008,0.010,-0.034,38,24,53,146,306,thumb-up
0.922,-0.050,0.199,-0.001,0.018,-0.035,38,24,53,146,306,thumb-up
0.921,-0.049,0.203,0.005,0.013,-0.033,38,24,53,145,306,thumb-up
0.919,-0.051,0.204,0.002,0.014,-0.027,38,25,52,146,306,thumb-up
0.923,-0.044,0.198,-0.003,0.014,-0.021,38,23,53,146,305,thumb-up
0.922,-0.048,0.202,-0.007,0.016,-0.013,38,23,53,145,306,thumb-up
0.926,-0.052,0.208,-0.009,0.012,-0.016,37,24,53,146,306,thumb-up
0.930,-0.048,0.204,-0.012,0.013,-0.017,38,24,53,146,305,thumb-up
0.935,-0.047,0.203,-0.012,0.013,-0.019,38,24,53,145,305,thumb-up
0.934,-0.051,0.200,-0.011,0.012,-0.025,38,24,52,146,305,thumb-up
0.934,-0.050,0.213,-0.011,0.013,-0.029,38,24,53,146,305,thumb-up
0.939,-0.046,0.210,-0.019,0.016,-0.036,38,24,52,146,305,thumb-up
0.940,-0.042,0.209,-0.027,0.018,-0.034,38,24,53,146,305,thumb-up
0.938,-0.042,0.220,-0.026,0.012,-0.037,38,24,53,146,305,thumb-up
0.938,-0.041,0.221,-0.024,0.002,-0.031,38,24,53,146,305,thumb-up
0.941,-0.040,0.224,-0.029,-0.007,-0.024,38,24,53,146,305,thumb-up
0.940,-0.039,0.219,-0.026,-0.017,-0.020,38,24,52,146,305,thumb-up
0.935,-0.043,0.213,-0.024,-0.022,-0.015,38,23,52,146,305,thumb-up
0.939,-0.035,0.227,-0.017,-0.028,-0.017,38,24,53,146,305,thumb-up
0.937,-0.031,0.226,-0.007,-0.031,-0.018,38,24,53,146,306,thumb-up
0.937,-0.039,0.239,0.000,-0.037,-0.023,38,24,53,169,306,thumb-up
0.940,-0.031,0.214,0.008,-0.041,-0.019,38,25,52,146,306,thumb-up
0.940,-0.042,0.226,0.005,-0.048,-0.019,38,24,52,146,306,thumb-up
0.935,-0.043,0.219,0.007,-0.050,-0.020,38,24,53,146,306,thumb-up
0.939,-0.032,0.229,0.016,-0.047,-0.020,39,24,53,146,306,thumb-up
0.937,-0.040,0.209,0.022,-0.042,-0.019,38,23,53,146,305,thumb-up
0.939,-0.039,0.222,0.030,-0.046,-0.021,38,24,53,146,306,thumb-up
0.938,-0.048,0.223,0.035,-0.059,-0.016,38,24,53,146,306,thumb-up
0.930,-0.042,0.213,0.039,-0.066,-0.018,38,23,52,146,306,thumb-up
0.934,-0.054,0.213,0.036,-0.070,-0.016,38,24,53,146,305,thumb-up
0.935,-0.047,0.211,0.030,-0.064,-0.015,38,24,53,146,306,thumb-up
0.936,-0.050,0.214,0.028,-0.058,-0.014,38,23,52,146,306,thumb-up
0.935,-0.051,0.198,0.027,-0.059,-0.019,38,24,54,146,306,thumb-up
0.937,-0.057,0.202,0.025,-0.069,-0.019,38,24,53,146,306,thumb-up
0.927,-0.056,0.206,0.014,-0.078,-0.015,38,24,53,146,306,thumb-up
0.927,-0.056,0.207,0.003,-0.072,-0.017,38,23,53,146,305,thumb-up
0.930,-0.051,0.214,0.002,-0.071,-0.018,38,24,53,146,305,thumb-up
0.926,-0.051,0.209,0.003,-0.070,-0.013,39,23,53,146,306,thumb-up
0.924,-0.043,0.227,0.002,-0.073,-0.017,38,25,53,146,305,thumb-up
0.923,-0.042,0.205,-0.002,-0.070,-0.017,38,23,53,146,305,thumb-up
0.920,-0.052,0.223,-0.005,-0.066,-0.018,39,25,53,146,305,thumb-up
0.921,-0.045,0.214,-0.000,-0.065,-0.018,38,23,53,147,305,thumb-up
0.919,-0.047,0.214,0.007,-0.062,-0.016,38,23,53,146,305,thumb-up
0.920,-0.045,0.227,0.010,-0.061,-0.014,38,24,52,146,305,thumb-up
0.920,-0.041,0.206,0.014,-0.066,-0.010,38,24,53,147,305,thumb-up
0.921,-0.037,0.221,0.025,-0.068,-0.008,38,23,53,146,305,thumb-up
0.929,-0.042,0.217,0.033,-0.069,-0.004,38,24,53,147,305,thumb-up
0.924,-0.044,0.220,0.041,-0.076,-0.001,38,23,53,146,305,thumb-up
0.929,-0.040,0.214,0.036,-0.073,-0.004,38,24,53,146,305,thumb-up
0.930,-0.043,0.212,0.039,-0.070,-0.008,39,23,53,146,305,thumb-up
0.926,-0.047,0.222,0.033,-0.071,-0.015,38,24,53,146,305,thumb-up
0.922,-0.047,0.214,0.031,-0.070,-0.021,38,23,53,146,305,thumb-up
0.919,-0.054,0.206,0.018,-0.060,-0.025,39,24,53,146,305,thumb-up
0.920,-0.046,0.201,0.014,-0.050,-0.029,38,24,53,146,305,thumb-up
0.919,-0.051,0.215,0.015,-0.046,-0.029,38,24,53,147,305,thumb-up
0.918,-0.046,0.220,0.018,-0.055,-0.025,39,23,53,146,305,thumb-up
0.917,-0.052,0.209,0.023,-0.059,-0.016,38,24,53,146,305,thumb-up
0.915,-0.045,0.212,0.021,-0.064,-0.006,38,24,53,147,305,thumb-up
0.909,-0.050,0.206,0.015,-0.065,-0.004,38,23,53,147,306,thumb-up
0.913,-0.047,0.218,0.009,-0.063,-0.004,38,24,54,147,305,thumb-up
0.908,-0.053,0.209,0.009,-0.049,-0.005,46,23,53,147,303,thumb-up
0.918,-0.055,0.214,0.010,-0.038,-0.009,38,24,53,147,305,thumb-up
0.916,-0.054,0.221,0.005,-0.036,-0.007,38,23,53,147,303,thumb-up
0.921,-0.051,0.227,0.006,-0.039,-0.002,38,24,53,147,305,thumb-up
0.932,-0.061,0.217,0.010,-0.047,0.001,38,23,53,147,305,thumb-up
0.933,-0.059,0.207,0.015,-0.061,-0.004,39,24,53,147,306,thumb-up
0.931,-0.062,0.214,0.012,-0.057,-0.010,38,23,53,147,305,thumb-up
0.936,-0.055,0.215,0.006,-0.046,-0.019,38,23,53,147,306,thumb-up
0.934,-0.055,0.211,0.000,-0.039,-0.026,38,23,53,147,305,thumb-up
0.934,-0.051,0.208,0.003,-0.041,-0.039,38,23,53,147,305,thumb-up
0.927,-0.051,0.211,0.007,-0.037,-0.046,38,25,53,147,305,thumb-up
0.928,-0.046,0.224,0.008,-0.037,-0.048,38,23,54,147,305,thumb-up
0.920,-0.049,0.218,0.008,-0.043,-0.047,38,24,53,147,303,thumb-up
0.920,-0.053,0.230,0.009,-0.046,-0.044,37,23,53,147,303,thumb-up
0.916,-0.054,0.229,0.007,-0.046,-0.039,39,22,53,147,305,thumb-up
0.905,-0.052,0.224,0.000,-0.044,-0.037,38,23,53,147,305,thumb-up
0.905,-0.056,0.233,0.003,-0.046,-0.033,38,24,53,147,305,thumb-up
0.906,-0.048,0.228,-0.002,-0.043,-0.028,38,21,53,147,305,thumb-up
0.913,-0.055,0.233,0.000,-0.043,-0.024,38,24,53,147,305,thumb-up
0.917,-0.061,0.218,-0.001,-0.039,-0.028,38,24,53,147,305,thumb-up
0.917,-0.052,0.227,0.001,-0.041,-0.023,38,24,53,147,303,thumb-up
0.917,-0.062,0.214,0.006,-0.045,-0.019,38,23,53,148,303,thumb-up
0.913,-0.059,0.224,0.006,-0.057,-0.016,38,24,53,147,303,thumb-up
0.911,-0.055,0.218,-0.003,-0.052,-0.011,38,23,53,147,303,thumb-up
