acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.751,-0.338,-0.587,0.253,-0.254,0.071,0,36,40,120,271,thumb-up
0.753,-0.339,-0.581,0.242,-0.280,0.095,0,36,41,119,270,thumb-up
0.759,-0.348,-0.597,0.223,-0.341,0.115,0,37,40,122,268,thumb-up
0.771,-0.354,-0.602,0.195,-0.393,0.113,0,36,41,122,269,thumb-up
0.777,-0.350,-0.595,0.155,-0.440,0.101,0,36,41,123,270,thumb-up
0.768,-0.339,-0.603,0.144,-0.487,0.081,0,36,41,125,271,thumb-up
0.768,-0.340,-0.596,0.164,-0.489,0.071,0,35,41,124,273,thumb-up
0.774,-0.351,-0.596,0.157,-0.446,0.058,0,37,42,124,274,thumb-up
0.776,-0.349,-0.596,0.138,-0.406,0.044,0,36,42,123,273,thumb-up
0.784,-0.338,-0.594,0.122,-0.351,0.044,0,36,42,123,274,thumb-up
0.784,-0.350,-0.592,0.096,-0.309,0.054,0,35,41,123,273,thumb-up
0.798,-0.356,-0.597,0.068,-0.286,0.053,0,36,41,123,274,thumb-up
0.815,-0.356,-0.601,0.031,-0.291,0.043,0,36,41,123,274,thumb-up
0.823,-0.361,-0.600,-0.022,-0.303,0.036,0,35,41,123,274,thumb-up
0.821,-0.343,-0.579,-0.047,-0.314,0.069,0,36,41,124,277,thumb-up
0.819,-0.338,-0.578,-0.038,-0.356,0.122,0,35,41,124,277,thumb-up
0.832,-0.348,-0.564,-0.041,-0.363,0.138,0,35,41,125,276,thumb-up
0.835,-0.349,-0.573,-0.036,-0.392,0.126,0,35,41,125,277,thumb-up
0.830,-0.341,-0.594,-0.001,-0.465,0.096,0,35,41,124,276,thumb-up
0.831,-0.341,-0.583,0.010,-0.467,0.060,0,34,41,125,275,thumb-up
0.827,-0.344,-0.588,-0.003,-0.482,0.040,0,34,41,125,275,thumb-up
0.813,-0.343,-0.581,-0.005,-0.477,0.016,0,36,41,125,275,thumb-up
0.814,-0.341,-0.571,-0.017,-0.465,0.011,0,35,41,126,276,thumb-up
0.808,-0.339,-0.564,-0.040,-0.460,0.025,0,35,42,126,277,thumb-up
0.810,-0.325,-0.566,-0.056,-0.447,0.038,0,35,42,126,277,thumb-up
0.811,-0.334,-0.561,-0.052,-0.446,0.064,0,35,42,126,276,thumb-up
0.819,-0.334,-0.562,-0.054,-0.457,0.077,0,34,42,126,276,thumb-up
0.826,-0.333,-0.542,-0.058,-0.473,0.076,0,34,42,126,278,thumb-up
0.825,-0.320,-0.530,-0.060,-0.486,0.090,0,34,42,126,275,thumb-up
0.824,-0.317,-0.519,-0.057,-0.509,0.111,0,34,42,126,275,thumb-up
0.830,-0.316,-0.514,-0.043,-0.561,0.130,0,34,42,126,276,thumb-up
0.841,-0.314,-0.498,-0.039,-0.611,0.127,0,34,42,126,275,thumb-up
0.825,-0.316,-0.491,-0.039,-0.635,0.135,0,34,42,127,277,thumb-up
0.821,-0.310,-0.497,-0.036,-0.607,0.137,0,33,42,127,277,thumb-up
0.819,-0.311,-0.485,-0.036,-0.545,0.131,0,34,42,129,277,thumb-up
0.822,-0.315,-0.472,-0.013,-0.461,0.108,0,34,42,129,277,thumb-up
0.828,-0.319,-0.467,0.002,-0.397,0.074,0,34,43,126,276,thumb-up
0.844,-0.314,-0.458,0.004,-0.368,0.055,0,34,42,127,275,thumb-up
0.843,-0.314,-0.458,0.006,-0.385,0.076,0,33,42,126,276,thumb-up
0.839,-0.311,-0.454,0.017,-0.426,0.102,0,33,42,127,274,thumb-up
0.840,-0.308,-0.459,0.033,-0.455,0.120,0,33,43,127,273,thumb-up
0.849,-0.316,-0.450,0.061,-0.465,0.125,0,32,42,129,274,thumb-up
0.848,-0.313,-0.441,0.084,-0.504,0.130,0,31,42,129,274,thumb-up
0.851,-0.308,-0.434,0.102,-0.539,0.142,0,30,42,129,275,thumb-up
0.843,-0.317,-0.435,0.135,-0.541,0.153,0,31,42,127,275,thumb-up
0.842,-0.316,-0.436,0.148,-0.505,0.141,0,31,42,126,275,thumb-up
0.843,-0.317,-0.434,0.134,-0.437,0.112,0,31,42,129,277,thumb-up
0.860,-0.328,-0.444,0.117,-0.360,0.071,0,33,43,130,281,thumb-up
0.843,-0.316,-0.436,0.109,-0.316,0.043,0,30,42,130,284,thumb-up
0.856,-0.302,-0.439,0.146,-0.244,0.047,0,32,43,130,285,thumb-up
0.871,-0.302,-0.430,0.179,-0.206,0.040,0,30,43,130,284,thumb-up
0.888,-0.304,-0.434,0.204,-0.242,0.035,0,30,43,130,285,thumb-up
0.891,-0.312,-0.432,0.197,-0.337,0.051,0,30,43,131,285,thumb-up
0.890,-0.305,-0.445,0.156,-0.439,0.078,0,29,43,132,283,thumb-up
0.869,-0.301,-0.444,0.141,-0.463,0.103,0,29,42,130,283,thumb-up
0.874,-0.305,-0.444,0.124,-0.467,0.110,0,29,42,130,285,thumb-up
0.871,-0.307,-0.456,0.095,-0.438,0.095,0,28,42,130,284,thumb-up
0.861,-0.297,-0.464,0.061,-0.393,0.085,0,29,41,132,286,thumb-up
0.856,-0.302,-0.461,0.040,-0.354,0.093,0,29,42,129,286,thumb-up
0.864,-0.295,-0.450,0.017,-0.315,0.089,0,28,41,127,289,thumb-up
0.867,-0.301,-0.454,-0.011,-0.285,0.078,0,28,40,129,286,thumb-up
