acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.363,0.670,0.532,-0.009,-0.015,-0.002,0,0,0,0,0,tiny-movement
0.366,0.672,0.521,-0.012,-0.020,-0.002,0,0,0,0,0,tiny-movement
0.367,0.670,0.531,-0.012,-0.035,-0.003,0,0,0,0,0,tiny-movement
0.361,0.667,0.526,-0.013,-0.039,-0.006,0,0,0,0,0,tiny-movement
0.367,0.669,0.524,-0.013,-0.031,-0.005,0,0,0,0,0,tiny-movement
0.366,0.667,0.529,-0.012,-0.028,-0.008,0,0,0,0,0,tiny-movement
0.364,0.668,0.534,-0.011,-0.027,-0.006,0,0,0,0,0,tiny-movement
0.360,0.665,0.528,-0.008,-0.028,-0.006,0,0,0,0,0,tiny-movement
0.365,0.667,0.526,-0.007,-0.025,-0.006,0,0,0,0,0,tiny-movement
0.369,0.670,0.523,-0.007,-0.025,-0.007,0,0,0,0,0,tiny-movement
0.371,0.666,0.532,-0.001,-0.014,-0.006,0,0,0,0,0,tiny-movement
0.375,0.663,0.528,-0.003,-0.019,-0.006,0,0,0,0,0,tiny-movement
0.370,0.664,0.530,-0.006,-0.040,-0.002,0,0,0,0,0,tiny-movement
0.368,0.666,0.530,-0.007,-0.056,-0.002,0,0,0,0,0,tiny-movement
0.363,0.667,0.520,-0.008,-0.046,0.002,0,0,0,0,0,tiny-movement
0.363,0.672,0.531,-0.009,-0.032,-0.000,0,0,0,0,0,tiny-movement
0.362,0.677,0.526,-0.004,-0.020,-0.002,0,0,0,0,0,tiny-movement
0.364,0.668,0.528,-0.006,-0.014,-0.003,0,0,0,0,0,tiny-movement
0.363,0.667,0.523,-0.007,-0.023,-0.003,0,0,0,0,0,tiny-movement
0.360,0.668,0.533,-0.011,-0.030,-0.006,0,0,0,0,0,tiny-movement
0.362,0.669,0.525,-0.009,-0.030,-0.003,0,0,0,0,0,tiny-movement
0.361,0.667,0.524,-0.020,-0.030,-0.003,0,0,0,0,0,tiny-movement
0.357,0.668,0.536,-0.017,-0.048,-0.004,0,0,0,0,0,tiny-movement
0.359,0.675,0.524,-0.013,-0.050,-0.007,0,0,0,0,0,tiny-movement
0.356,0.667,0.534,-0.017,-0.039,-0.011,0,0,0,0,0,tiny-movement
0.362,0.672,0.531,-0.014,-0.023,-0.012,0,0,0,0,0,tiny-movement
0.364,0.670,0.522,-0.012,-0.025,-0.017,0,0,0,0,0,tiny-movement
0.367,0.671,0.530,-0.013,-0.022,-0.012,0,0,0,0,0,tiny-movement
0.366,0.665,0.531,-0.011,-0.018,-0.016,0,0,0,0,0,tiny-movement
0.360,0.671,0.528,-0.010,-0.017,-0.016,0,0,0,0,0,tiny-movement
0.365,0.667,0.528,-0.013,-0.026,-0.016,0,0,0,0,0,tiny-movement
0.363,0.667,0.521,-0.009,-0.038,-0.017,0,0,0,0,0,tiny-movement
0.363,0.669,0.531,-0.010,-0.040,-0.017,0,0,0,0,0,tiny-movement
0.358,0.667,0.527,-0.010,-0.035,-0.021,0,0,0,0,0,tiny-movement
0.356,0.664,0.528,-0.011,-0.028,-0.023,0,0,0,0,0,tiny-movement
0.362,0.665,0.533,-0.004,-0.028,-0.026,0,0,0,0,0,tiny-movement
0.364,0.667,0.528,-0.004,-0.029,-0.026,0,0,0,0,0,tiny-movement
0.362,0.664,0.521,0.000,-0.026,-0.026,0,0,0,0,0,tiny-movement
0.360,0.668,0.521,0.005,-0.029,-0.029,0,0,0,0,0,tiny-movement
0.366,0.667,0.526,0.005,-0.038,-0.027,0,0,0,0,0,tiny-movement
0.370,0.669,0.527,0.007,-0.048,-0.027,0,0,0,0,0,tiny-movement
0.364,0.670,0.525,0.008,-0.047,-0.029,0,0,0,0,0,tiny-movement
0.359,0.670,0.533,0.008,-0.045,-0.032,0,0,0,0,0,tiny-movement
0.361,0.673,0.533,0.011,-0.041,-0.032,0,0,0,0,0,tiny-movement
0.362,0.669,0.542,0.011,-0.038,-0.032,0,0,0,0,0,tiny-movement
0.359,0.667,0.539,0.011,-0.033,-0.032,0,0,0,0,0,tiny-movement
0.367,0.664,0.528,0.005,-0.031,-0.027,0,0,0,0,0,tiny-movement
0.366,0.667,0.539,-0.003,-0.030,-0.021,0,0,0,0,0,tiny-movement
0.366,0.663,0.538,-0.016,-0.034,-0.020,0,0,0,0,0,tiny-movement
0.378,0.666,0.528,-0.006,-0.027,-0.025,0,0,0,0,0,tiny-movement
0.363,0.666,0.542,-0.013,-0.029,-0.015,0,0,0,0,0,tiny-movement
0.360,0.667,0.536,-0.013,-0.023,-0.016,0,0,0,0,0,tiny-movement
0.362,0.671,0.535,-0.012,-0.016,-0.021,0,0,0,0,0,tiny-movement
0.363,0.666,0.529,-0.010,-0.016,-0.021,0,0,0,0,0,tiny-movement
0.360,0.668,0.529,-0.013,-0.026,-0.023,0,0,0,0,0,tiny-movement
0.363,0.658,0.537,-0.012,-0.028,-0.023,0,0,0,0,0,tiny-movement
0.361,0.667,0.539,-0.015,-0.024,-0.025,0,0,0,0,0,tiny-movement
0.366,0.672,0.530,-0.016,-0.025,-0.028,0,0,0,0,0,tiny-movement
0.357,0.665,0.531,-0.016,-0.030,-0.031,0,0,0,0,0,tiny-movement
0.358,0.665,0.530,-0.016,-0.031,-0.030,0,0,0,0,0,tiny-movement
0.355,0.663,0.530,-0.011,-0.022,-0.030,0,0,0,0,0,tiny-movement
0.357,0.663,0.525,-0.006,-0.005,-0.035,0,0,0,0,0,tiny-movement
0.366,0.674,0.536,-0.004,0.004,-0.032,0,0,0,0,0,tiny-movement
0.370,0.665,0.517,0.003,0.009,-0.035,0,0,0,0,0,tiny-movement
0.368,0.665,0.522,0.007,0.008,-0.040,0,0,0,0,0,tiny-movement
0.374,0.664,0.515,0.007,0.009,-0.037,0,0,0,0,0,tiny-movement
0.365,0.662,0.519,0.011,0.023,-0.044,0,0,0,0,0,tiny-movement
0.363,0.657,0.530,0.013,0.038,-0.045,0,0,0,0,0,tiny-movement
0.364,0.663,0.525,0.016,0.041,-0.041,0,0,0,0,0,tiny-movement
0.365,0.665,0.536,0.018,0.040,-0.043,0,0,0,0,0,tiny-movement
0.363,0.669,0.533,0.015,0.039,-0.046,0,0,0,0,0,tiny-movement
0.364,0.660,0.542,0.005,0.041,-0.042,0,0,0,0,0,tiny-movement
0.370,0.669,0.546,0.002,0.021,-0.040,0,0,0,0,0,tiny-movement
0.369,0.657,0.547,0.003,0.003,-0.039,0,0,0,0,0,tiny-movement
0.362,0.671,0.546,0.002,0.004,-0.041,0,0,0,0,0,tiny-movement
0.375,0.662,0.544,-0.005,0.016,-0.036,0,0,0,0,0,tiny-movement
0.371,0.665,0.530,-0.006,0.031,-0.036,0,0,0,0,0,tiny-movement
