acc_x,acc_y,acc_z,vec_x,vec_y,vec_z,thumb,index,middle,ring,pinky,label
0.099,-0.113,0.896,0.001,-0.023,-0.018,0,0,0,0,0,tiny-movement
0.096,-0.113,0.898,-0.001,-0.026,-0.015,0,0,0,0,0,tiny-movement
0.098,-0.122,0.898,-0.009,-0.026,-0.016,0,0,0,0,0,tiny-movement
0.094,-0.120,0.907,-0.018,-0.025,-0.014,0,0,0,0,0,tiny-movement
0.091,-0.108,0.884,-0.024,-0.014,-0.013,0,0,0,0,0,tiny-movement
0.091,-0.122,0.905,-0.017,-0.031,-0.013,0,0,0,0,0,tiny-movement
0.094,-0.118,0.898,-0.015,-0.030,-0.013,0,0,0,0,0,tiny-movement
0.091,-0.116,0.901,-0.012,-0.029,-0.018,0,0,0,0,0,tiny-movement
0.093,-0.121,0.904,-0.019,-0.022,-0.013,0,0,0,0,0,tiny-movement
0.091,-0.120,0.908,-0.026,-0.023,-0.011,0,0,0,0,0,tiny-movement
0.095,-0.118,0.889,-0.025,-0.020,-0.009,0,0,0,0,0,tiny-movement
0.098,-0.112,0.905,-0.019,-0.019,-0.008,0,0,0,0,0,tiny-movement
0.100,-0.119,0.903,-0.012,-0.018,-0.014,0,0,0,0,0,tiny-movement
0.103,-0.119,0.903,-0.007,-0.026,-0.015,0,0,0,0,0,tiny-movement
0.099,-0.124,0.908,-0.018,-0.030,-0.017,0,0,0,0,0,tiny-movement
0.102,-0.125,0.892,-0.025,-0.031,-0.023,0,0,0,0,0,tiny-movement
0.098,-0.126,0.893,-0.030,-0.033,-0.026,0,0,0,0,0,tiny-movement
0.097,-0.117,0.896,-0.033,-0.038,-0.028,0,0,0,0,0,tiny-movement
0.090,-0.115,0.898,-0.035,-0.041,-0.026,0,0,0,0,0,tiny-movement
0.091,-0.114,0.896,-0.031,-0.042,-0.025,0,0,0,0,0,tiny-movement
0.090,-0.115,0.904,-0.040,-0.038,-0.022,0,0,0,0,0,tiny-movement
0.087,-0.112,0.906,-0.042,-0.036,-0.018,0,0,0,0,0,tiny-movement
0.089,-0.106,0.905,-0.038,-0.030,-0.018,0,0,0,0,0,tiny-movement
0.098,-0.113,0.905,-0.022,-0.025,-0.011,0,0,0,0,0,tiny-movement
0.088,-0.108,0.900,-0.007,-0.027,-0.010,0,0,0,0,0,tiny-movement
0.088,-0.114,0.902,0.002,-0.026,-0.010,0,0,0,0,0,tiny-movement
0.094,-0.108,0.896,0.005,-0.023,-0.004,0,0,0,0,0,tiny-movement
0.094,-0.118,0.896,-0.003,-0.022,-0.000,0,0,0,0,0,tiny-movement
0.100,-0.115,0.897,-0.015,-0.024,0.007,0,0,0,0,0,tiny-movement
0.095,-0.107,0.899,-0.025,-0.026,0.010,0,0,0,0,0,tiny-movement
